sample_a,sample_b,pair_type,similarity
杨戴/孤独者__chunk002,杨戴/阿Q正传__chunk008,same,0.823209
杨戴/孤独者__chunk002,杨戴/阿Q正传__chunk009,same,0.811839
杨戴/孤独者__chunk002,杨戴/风波__chunk001,same,0.853612
杨戴/孤独者__chunk002,杨戴/风波__chunk002,same,0.828113
杨戴/孤独者__chunk002,蓝/伤逝__chunk001,cross,0.839444
杨戴/孤独者__chunk002,蓝/伤逝__chunk002,cross,0.867844
杨戴/孤独者__chunk002,蓝/伤逝__chunk003,cross,0.860049
杨戴/孤独者__chunk002,蓝/在酒楼上__chunk001,cross,0.878896
杨戴/孤独者__chunk002,蓝/在酒楼上__chunk002,cross,0.898789
杨戴/孤独者__chunk002,蓝/奔月__chunk001,cross,0.863669
杨戴/孤独者__chunk002,蓝/奔月__chunk002,cross,0.841067
杨戴/孤独者__chunk002,蓝/孤独者__chunk001,cross,0.868037
杨戴/孤独者__chunk002,蓝/孤独者__chunk002,cross,0.910567
杨戴/孤独者__chunk002,蓝/孤独者__chunk003,cross,0.914166
杨戴/孤独者__chunk002,蓝/孤独者__chunk004,cross,0.848281
杨戴/孤独者__chunk002,蓝/幸福的家庭__chunk001,cross,0.828899
杨戴/孤独者__chunk002,蓝/故乡__chunk001,cross,0.893117
杨戴/孤独者__chunk002,蓝/故乡__chunk002,cross,0.862142
杨戴/孤独者__chunk002,蓝/明天__chunk001,cross,0.790146
杨戴/孤独者__chunk002,蓝/狂人日记__chunk001,cross,0.874052
杨戴/孤独者__chunk002,蓝/狂人日记__chunk002,cross,0.895021
杨戴/孤独者__chunk002,蓝/社戏__chunk001,cross,0.827516
杨戴/孤独者__chunk002,蓝/社戏__chunk002,cross,0.820742
杨戴/孤独者__chunk002,蓝/祝福__chunk001,cross,0.866647
杨戴/孤独者__chunk002,蓝/祝福__chunk002,cross,0.808099
杨戴/孤独者__chunk002,蓝/祝福__chunk003,cross,0.843677
杨戴/孤独者__chunk002,蓝/离婚__chunk001,cross,0.841512
杨戴/孤独者__chunk002,蓝/离婚__chunk002,cross,0.842036
杨戴/孤独者__chunk002,蓝/肥皂__chunk001,cross,0.871042
杨戴/孤独者__chunk002,蓝/肥皂__chunk002,cross,0.847908
杨戴/孤独者__chunk002,蓝/药__chunk001,cross,0.815125
杨戴/孤独者__chunk002,蓝/铸剑__chunk001,cross,0.857870
杨戴/孤独者__chunk002,蓝/铸剑__chunk002,cross,0.809055
杨戴/孤独者__chunk002,蓝/铸剑__chunk003,cross,0.765375
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk001,cross,0.774461
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk002,cross,0.753565
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk003,cross,0.766545
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk004,cross,0.771830
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk005,cross,0.751184
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk006,cross,0.787938
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk007,cross,0.794732
杨戴/孤独者__chunk002,蓝/阿Q正传__chunk008,cross,0.809713
杨戴/孤独者__chunk002,蓝/风波__chunk001,cross,0.803061
杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,same,0.872149
杨戴/孤独者__chunk003,杨戴/幸福的家庭__chunk001,same,0.832744
杨戴/孤独者__chunk003,杨戴/故乡__chunk001,same,0.873185
杨戴/孤独者__chunk003,杨戴/故乡__chunk002,same,0.869233
杨戴/孤独者__chunk003,杨戴/明天__chunk001,same,0.767656
杨戴/孤独者__chunk003,杨戴/狂人日记__chunk001,same,0.888354
杨戴/孤独者__chunk003,杨戴/狂人日记__chunk002,same,0.878541
杨戴/孤独者__chunk003,杨戴/社戏__chunk001,same,0.881586
杨戴/孤独者__chunk003,杨戴/社戏__chunk002,same,0.819014
杨戴/孤独者__chunk003,杨戴/祝福__chunk001,same,0.899080
杨戴/孤独者__chunk003,杨戴/祝福__chunk002,same,0.774977
杨戴/孤独者__chunk003,杨戴/祝福__chunk003,same,0.778203
杨戴/孤独者__chunk003,杨戴/祝福__chunk004,same,0.793628
杨戴/孤独者__chunk003,杨戴/离婚__chunk001,same,0.823846
杨戴/孤独者__chunk003,杨戴/离婚__chunk002,same,0.832268
杨戴/孤独者__chunk003,杨戴/肥皂__chunk001,same,0.852320
杨戴/孤独者__chunk003,杨戴/肥皂__chunk002,same,0.820776
杨戴/孤独者__chunk003,杨戴/药__chunk001,same,0.806355
杨戴/孤独者__chunk003,杨戴/药__chunk002,same,0.778444
杨戴/孤独者__chunk003,杨戴/铸剑__chunk001,same,0.829304
杨戴/孤独者__chunk003,杨戴/铸剑__chunk002,same,0.803734
杨戴/孤独者__chunk003,杨戴/铸剑__chunk003,same,0.804261
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk001,same,0.789761
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk002,same,0.760070
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk003,same,0.780971
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk004,same,0.770413
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk005,same,0.772231
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk006,same,0.788470
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk007,same,0.768931
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk008,same,0.780787
杨戴/孤独者__chunk003,杨戴/阿Q正传__chunk009,same,0.787682
杨戴/孤独者__chunk003,杨戴/风波__chunk001,same,0.813993
杨戴/孤独者__chunk003,杨戴/风波__chunk002,same,0.802246
杨戴/孤独者__chunk003,蓝/伤逝__chunk001,cross,0.877081
杨戴/孤独者__chunk003,蓝/伤逝__chunk002,cross,0.906923
杨戴/孤独者__chunk003,蓝/伤逝__chunk003,cross,0.890966
杨戴/孤独者__chunk003,蓝/在酒楼上__chunk001,cross,0.887442
杨戴/孤独者__chunk003,蓝/在酒楼上__chunk002,cross,0.868258
杨戴/孤独者__chunk003,蓝/奔月__chunk001,cross,0.838740
杨戴/孤独者__chunk003,蓝/奔月__chunk002,cross,0.813018
杨戴/孤独者__chunk003,蓝/孤独者__chunk001,cross,0.830365
杨戴/孤独者__chunk003,蓝/孤独者__chunk002,cross,0.898508
杨戴/孤独者__chunk003,蓝/孤独者__chunk003,cross,0.933611
杨戴/孤独者__chunk003,蓝/孤独者__chunk004,cross,0.843142
杨戴/孤独者__chunk003,蓝/幸福的家庭__chunk001,cross,0.818682
杨戴/孤独者__chunk003,蓝/故乡__chunk001,cross,0.888103
杨戴/孤独者__chunk003,蓝/故乡__chunk002,cross,0.834465
杨戴/孤独者__chunk003,蓝/明天__chunk001,cross,0.789411
杨戴/孤独者__chunk003,蓝/狂人日记__chunk001,cross,0.908301
杨戴/孤独者__chunk003,蓝/狂人日记__chunk002,cross,0.875212
杨戴/孤独者__chunk003,蓝/社戏__chunk001,cross,0.856535
杨戴/孤独者__chunk003,蓝/社戏__chunk002,cross,0.824698
杨戴/孤独者__chunk003,蓝/祝福__chunk001,cross,0.858753
杨戴/孤独者__chunk003,蓝/祝福__chunk002,cross,0.784513
杨戴/孤独者__chunk003,蓝/祝福__chunk003,cross,0.810496
杨戴/孤独者__chunk003,蓝/离婚__chunk001,cross,0.829652
杨戴/孤独者__chunk003,蓝/离婚__chunk002,cross,0.822483
杨戴/孤独者__chunk003,蓝/肥皂__chunk001,cross,0.841076
杨戴/孤独者__chunk003,蓝/肥皂__chunk002,cross,0.814953
杨戴/孤独者__chunk003,蓝/药__chunk001,cross,0.781253
杨戴/孤独者__chunk003,蓝/铸剑__chunk001,cross,0.844135
杨戴/孤独者__chunk003,蓝/铸剑__chunk002,cross,0.787845
杨戴/孤独者__chunk003,蓝/铸剑__chunk003,cross,0.763246
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk001,cross,0.779432
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk002,cross,0.733604
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk003,cross,0.742509
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk004,cross,0.763636
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk005,cross,0.736974
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk006,cross,0.783883
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk007,cross,0.787987
杨戴/孤独者__chunk003,蓝/阿Q正传__chunk008,cross,0.790369
杨戴/孤独者__chunk003,蓝/风波__chunk001,cross,0.793574
杨戴/孤独者__chunk004,杨戴/幸福的家庭__chunk001,same,0.868806
杨戴/孤独者__chunk004,杨戴/故乡__chunk001,same,0.893222
杨戴/孤独者__chunk004,杨戴/故乡__chunk002,same,0.912584
杨戴/孤独者__chunk004,杨戴/明天__chunk001,same,0.831572
杨戴/孤独者__chunk004,杨戴/狂人日记__chunk001,same,0.865967
杨戴/孤独者__chunk004,杨戴/狂人日记__chunk002,same,0.870245
杨戴/孤独者__chunk004,杨戴/社戏__chunk001,same,0.877618
杨戴/孤独者__chunk004,杨戴/社戏__chunk002,same,0.868883
杨戴/孤独者__chunk004,杨戴/祝福__chunk001,same,0.881075
杨戴/孤独者__chunk004,杨戴/祝福__chunk002,same,0.811836
杨戴/孤独者__chunk004,杨戴/祝福__chunk003,same,0.824095
杨戴/孤独者__chunk004,杨戴/祝福__chunk004,same,0.820289
杨戴/孤独者__chunk004,杨戴/离婚__chunk001,same,0.881354
杨戴/孤独者__chunk004,杨戴/离婚__chunk002,same,0.893573
杨戴/孤独者__chunk004,杨戴/肥皂__chunk001,same,0.869563
杨戴/孤独者__chunk004,杨戴/肥皂__chunk002,same,0.850764
杨戴/孤独者__chunk004,杨戴/药__chunk001,same,0.911841
杨戴/孤独者__chunk004,杨戴/药__chunk002,same,0.839275
杨戴/孤独者__chunk004,杨戴/铸剑__chunk001,same,0.883942
杨戴/孤独者__chunk004,杨戴/铸剑__chunk002,same,0.895123
杨戴/孤独者__chunk004,杨戴/铸剑__chunk003,same,0.854950
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk001,same,0.828289
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk002,same,0.848815
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk003,same,0.861547
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk004,same,0.859779
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk005,same,0.853711
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk006,same,0.849031
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk007,same,0.857699
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk008,same,0.859488
杨戴/孤独者__chunk004,杨戴/阿Q正传__chunk009,same,0.885823
杨戴/孤独者__chunk004,杨戴/风波__chunk001,same,0.885480
杨戴/孤独者__chunk004,杨戴/风波__chunk002,same,0.885944
杨戴/孤独者__chunk004,蓝/伤逝__chunk001,cross,0.852524
杨戴/孤独者__chunk004,蓝/伤逝__chunk002,cross,0.895388
杨戴/孤独者__chunk004,蓝/伤逝__chunk003,cross,0.861246
杨戴/孤独者__chunk004,蓝/在酒楼上__chunk001,cross,0.907452
杨戴/孤独者__chunk004,蓝/在酒楼上__chunk002,cross,0.862599
杨戴/孤独者__chunk004,蓝/奔月__chunk001,cross,0.909341
杨戴/孤独者__chunk004,蓝/奔月__chunk002,cross,0.885857
杨戴/孤独者__chunk004,蓝/孤独者__chunk001,cross,0.936951
杨戴/孤独者__chunk004,蓝/孤独者__chunk002,cross,0.914581
杨戴/孤独者__chunk004,蓝/孤独者__chunk003,cross,0.872099
杨戴/孤独者__chunk004,蓝/孤独者__chunk004,cross,0.932753
杨戴/孤独者__chunk004,蓝/幸福的家庭__chunk001,cross,0.875878
杨戴/孤独者__chunk004,蓝/故乡__chunk001,cross,0.907579
杨戴/孤独者__chunk004,蓝/故乡__chunk002,cross,0.893952
杨戴/孤独者__chunk004,蓝/明天__chunk001,cross,0.859690
杨戴/孤独者__chunk004,蓝/狂人日记__chunk001,cross,0.857403
杨戴/孤独者__chunk004,蓝/狂人日记__chunk002,cross,0.882413
杨戴/孤独者__chunk004,蓝/社戏__chunk001,cross,0.859928
杨戴/孤独者__chunk004,蓝/社戏__chunk002,cross,0.877196
杨戴/孤独者__chunk004,蓝/祝福__chunk001,cross,0.877161
杨戴/孤独者__chunk004,蓝/祝福__chunk002,cross,0.815688
杨戴/孤独者__chunk004,蓝/祝福__chunk003,cross,0.856461
杨戴/孤独者__chunk004,蓝/离婚__chunk001,cross,0.877186
杨戴/孤独者__chunk004,蓝/离婚__chunk002,cross,0.856750
杨戴/孤独者__chunk004,蓝/肥皂__chunk001,cross,0.882348
杨戴/孤独者__chunk004,蓝/肥皂__chunk002,cross,0.845333
杨戴/孤独者__chunk004,蓝/药__chunk001,cross,0.872269
杨戴/孤独者__chunk004,蓝/铸剑__chunk001,cross,0.895803
杨戴/孤独者__chunk004,蓝/铸剑__chunk002,cross,0.882487
杨戴/孤独者__chunk004,蓝/铸剑__chunk003,cross,0.846490
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk001,cross,0.822893
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk002,cross,0.838266
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk003,cross,0.847665
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk004,cross,0.847068
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk005,cross,0.827030
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk006,cross,0.855035
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk007,cross,0.874614
杨戴/孤独者__chunk004,蓝/阿Q正传__chunk008,cross,0.861600
杨戴/孤独者__chunk004,蓝/风波__chunk001,cross,0.877914
杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk001,same,0.848803
杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk002,same,0.854061
杨戴/幸福的家庭__chunk001,杨戴/明天__chunk001,same,0.839019
杨戴/幸福的家庭__chunk001,杨戴/狂人日记__chunk001,same,0.845570
杨戴/幸福的家庭__chunk001,杨戴/狂人日记__chunk002,same,0.888965
杨戴/幸福的家庭__chunk001,杨戴/社戏__chunk001,same,0.836631
杨戴/幸福的家庭__chunk001,杨戴/社戏__chunk002,same,0.865356
杨戴/幸福的家庭__chunk001,杨戴/祝福__chunk001,same,0.857325
杨戴/幸福的家庭__chunk001,杨戴/祝福__chunk002,same,0.802218
杨戴/幸福的家庭__chunk001,杨戴/祝福__chunk003,same,0.799660
杨戴/幸福的家庭__chunk001,杨戴/祝福__chunk004,same,0.803849
杨戴/幸福的家庭__chunk001,杨戴/离婚__chunk001,same,0.900623
杨戴/幸福的家庭__chunk001,杨戴/离婚__chunk002,same,0.842855
杨戴/幸福的家庭__chunk001,杨戴/肥皂__chunk001,same,0.862201
杨戴/幸福的家庭__chunk001,杨戴/肥皂__chunk002,same,0.885429
杨戴/幸福的家庭__chunk001,杨戴/药__chunk001,same,0.881832
杨戴/幸福的家庭__chunk001,杨戴/药__chunk002,same,0.853739
杨戴/幸福的家庭__chunk001,杨戴/铸剑__chunk001,same,0.896625
杨戴/幸福的家庭__chunk001,杨戴/铸剑__chunk002,same,0.888469
杨戴/幸福的家庭__chunk001,杨戴/铸剑__chunk003,same,0.900437
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk001,same,0.838370
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk002,same,0.847113
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk003,same,0.845399
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk004,same,0.835286
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk005,same,0.853501
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk006,same,0.846381
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk007,same,0.843945
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk008,same,0.842460
杨戴/幸福的家庭__chunk001,杨戴/阿Q正传__chunk009,same,0.848044
杨戴/幸福的家庭__chunk001,杨戴/风波__chunk001,same,0.910724
杨戴/幸福的家庭__chunk001,杨戴/风波__chunk002,same,0.884120
杨戴/幸福的家庭__chunk001,蓝/伤逝__chunk001,cross,0.814117
杨戴/幸福的家庭__chunk001,蓝/伤逝__chunk002,cross,0.827206
杨戴/幸福的家庭__chunk001,蓝/伤逝__chunk003,cross,0.824208
杨戴/幸福的家庭__chunk001,蓝/在酒楼上__chunk001,cross,0.862584
杨戴/幸福的家庭__chunk001,蓝/在酒楼上__chunk002,cross,0.802952
杨戴/幸福的家庭__chunk001,蓝/奔月__chunk001,cross,0.919555
杨戴/幸福的家庭__chunk001,蓝/奔月__chunk002,cross,0.887775
杨戴/幸福的家庭__chunk001,蓝/孤独者__chunk001,cross,0.879767
杨戴/幸福的家庭__chunk001,蓝/孤独者__chunk002,cross,0.883852
杨戴/幸福的家庭__chunk001,蓝/孤独者__chunk003,cross,0.813895
杨戴/幸福的家庭__chunk001,蓝/孤独者__chunk004,cross,0.880178
杨戴/幸福的家庭__chunk001,蓝/幸福的家庭__chunk001,cross,0.947769
杨戴/幸福的家庭__chunk001,蓝/故乡__chunk001,cross,0.877740
杨戴/幸福的家庭__chunk001,蓝/故乡__chunk002,cross,0.860773
杨戴/幸福的家庭__chunk001,蓝/明天__chunk001,cross,0.869077
杨戴/幸福的家庭__chunk001,蓝/狂人日记__chunk001,cross,0.869108
杨戴/幸福的家庭__chunk001,蓝/狂人日记__chunk002,cross,0.843759
杨戴/幸福的家庭__chunk001,蓝/社戏__chunk001,cross,0.847238
杨戴/幸福的家庭__chunk001,蓝/社戏__chunk002,cross,0.862532
杨戴/幸福的家庭__chunk001,蓝/祝福__chunk001,cross,0.837067
杨戴/幸福的家庭__chunk001,蓝/祝福__chunk002,cross,0.816257
杨戴/幸福的家庭__chunk001,蓝/祝福__chunk003,cross,0.794544
杨戴/幸福的家庭__chunk001,蓝/离婚__chunk001,cross,0.916552
杨戴/幸福的家庭__chunk001,蓝/离婚__chunk002,cross,0.854064
杨戴/幸福的家庭__chunk001,蓝/肥皂__chunk001,cross,0.876018
杨戴/幸福的家庭__chunk001,蓝/肥皂__chunk002,cross,0.877969
杨戴/幸福的家庭__chunk001,蓝/药__chunk001,cross,0.884342
杨戴/幸福的家庭__chunk001,蓝/铸剑__chunk001,cross,0.902593
杨戴/幸福的家庭__chunk001,蓝/铸剑__chunk002,cross,0.896828
杨戴/幸福的家庭__chunk001,蓝/铸剑__chunk003,cross,0.875268
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk001,cross,0.841338
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk002,cross,0.814219
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk003,cross,0.822657
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk004,cross,0.850763
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk005,cross,0.823303
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk006,cross,0.855404
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk007,cross,0.883259
杨戴/幸福的家庭__chunk001,蓝/阿Q正传__chunk008,cross,0.871464
杨戴/幸福的家庭__chunk001,蓝/风波__chunk001,cross,0.878577
杨戴/故乡__chunk001,杨戴/故乡__chunk002,same,0.934116
杨戴/故乡__chunk001,杨戴/明天__chunk001,same,0.834746
杨戴/故乡__chunk001,杨戴/狂人日记__chunk001,same,0.905220
杨戴/故乡__chunk001,杨戴/狂人日记__chunk002,same,0.885428
杨戴/故乡__chunk001,杨戴/社戏__chunk001,same,0.934887
杨戴/故乡__chunk001,杨戴/社戏__chunk002,same,0.908177
杨戴/故乡__chunk001,杨戴/祝福__chunk001,same,0.942104
杨戴/故乡__chunk001,杨戴/祝福__chunk002,same,0.875449
杨戴/故乡__chunk001,杨戴/祝福__chunk003,same,0.876178
杨戴/故乡__chunk001,杨戴/祝福__chunk004,same,0.850547
杨戴/故乡__chunk001,杨戴/离婚__chunk001,same,0.864040
杨戴/故乡__chunk001,杨戴/离婚__chunk002,same,0.855021
杨戴/故乡__chunk001,杨戴/肥皂__chunk001,same,0.866339
杨戴/故乡__chunk001,杨戴/肥皂__chunk002,same,0.848074
杨戴/故乡__chunk001,杨戴/药__chunk001,same,0.846633
杨戴/故乡__chunk001,杨戴/药__chunk002,same,0.814194
杨戴/故乡__chunk001,杨戴/铸剑__chunk001,same,0.850940
杨戴/故乡__chunk001,杨戴/铸剑__chunk002,same,0.828399
杨戴/故乡__chunk001,杨戴/铸剑__chunk003,same,0.831955
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk001,same,0.854745
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk002,same,0.848258
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk003,same,0.840200
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk004,same,0.839978
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk005,same,0.871129
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk006,same,0.858476
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk007,same,0.865639
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk008,same,0.860450
杨戴/故乡__chunk001,杨戴/阿Q正传__chunk009,same,0.831422
杨戴/故乡__chunk001,杨戴/风波__chunk001,same,0.877250
杨戴/故乡__chunk001,杨戴/风波__chunk002,same,0.834272
杨戴/故乡__chunk001,蓝/伤逝__chunk001,cross,0.878063
杨戴/故乡__chunk001,蓝/伤逝__chunk002,cross,0.893438
杨戴/故乡__chunk001,蓝/伤逝__chunk003,cross,0.872275
杨戴/故乡__chunk001,蓝/在酒楼上__chunk001,cross,0.910744
杨戴/故乡__chunk001,蓝/在酒楼上__chunk002,cross,0.885559
杨戴/故乡__chunk001,蓝/奔月__chunk001,cross,0.859023
杨戴/故乡__chunk001,蓝/奔月__chunk002,cross,0.828522
杨戴/故乡__chunk001,蓝/孤独者__chunk001,cross,0.889111
杨戴/故乡__chunk001,蓝/孤独者__chunk002,cross,0.895241
杨戴/故乡__chunk001,蓝/孤独者__chunk003,cross,0.865044
杨戴/故乡__chunk001,蓝/孤独者__chunk004,cross,0.869078
杨戴/故乡__chunk001,蓝/幸福的家庭__chunk001,cross,0.846306
杨戴/故乡__chunk001,蓝/故乡__chunk001,cross,0.926362
杨戴/故乡__chunk001,蓝/故乡__chunk002,cross,0.856137
杨戴/故乡__chunk001,蓝/明天__chunk001,cross,0.855279
杨戴/故乡__chunk001,蓝/狂人日记__chunk001,cross,0.848609
杨戴/故乡__chunk001,蓝/狂人日记__chunk002,cross,0.846064
杨戴/故乡__chunk001,蓝/社戏__chunk001,cross,0.880323
杨戴/故乡__chunk001,蓝/社戏__chunk002,cross,0.874203
杨戴/故乡__chunk001,蓝/祝福__chunk001,cross,0.891162
杨戴/故乡__chunk001,蓝/祝福__chunk002,cross,0.852170
杨戴/故乡__chunk001,蓝/祝福__chunk003,cross,0.862919
杨戴/故乡__chunk001,蓝/离婚__chunk001,cross,0.841114
杨戴/故乡__chunk001,蓝/离婚__chunk002,cross,0.825620
杨戴/故乡__chunk001,蓝/肥皂__chunk001,cross,0.865138
杨戴/故乡__chunk001,蓝/肥皂__chunk002,cross,0.834196
杨戴/故乡__chunk001,蓝/药__chunk001,cross,0.815262
杨戴/故乡__chunk001,蓝/铸剑__chunk001,cross,0.856578
杨戴/故乡__chunk001,蓝/铸剑__chunk002,cross,0.832216
杨戴/故乡__chunk001,蓝/铸剑__chunk003,cross,0.816849
杨戴/故乡__chunk001,蓝/阿Q正传__chunk001,cross,0.822877
杨戴/故乡__chunk001,蓝/阿Q正传__chunk002,cross,0.801024
杨戴/故乡__chunk001,蓝/阿Q正传__chunk003,cross,0.809988
杨戴/故乡__chunk001,蓝/阿Q正传__chunk004,cross,0.813943
杨戴/故乡__chunk001,蓝/阿Q正传__chunk005,cross,0.821017
杨戴/故乡__chunk001,蓝/阿Q正传__chunk006,cross,0.842104
杨戴/故乡__chunk001,蓝/阿Q正传__chunk007,cross,0.843412
杨戴/故乡__chunk001,蓝/阿Q正传__chunk008,cross,0.834781
杨戴/故乡__chunk001,蓝/风波__chunk001,cross,0.859789
杨戴/故乡__chunk002,杨戴/明天__chunk001,same,0.832944
杨戴/故乡__chunk002,杨戴/狂人日记__chunk001,same,0.906015
杨戴/故乡__chunk002,杨戴/狂人日记__chunk002,same,0.891591
杨戴/故乡__chunk002,杨戴/社戏__chunk001,same,0.906864
杨戴/故乡__chunk002,杨戴/社戏__chunk002,same,0.882296
杨戴/故乡__chunk002,杨戴/祝福__chunk001,same,0.905273
杨戴/故乡__chunk002,杨戴/祝福__chunk002,same,0.848953
杨戴/故乡__chunk002,杨戴/祝福__chunk003,same,0.862824
杨戴/故乡__chunk002,杨戴/祝福__chunk004,same,0.847668
杨戴/故乡__chunk002,杨戴/离婚__chunk001,same,0.866699
杨戴/故乡__chunk002,杨戴/离婚__chunk002,same,0.857203
杨戴/故乡__chunk002,杨戴/肥皂__chunk001,same,0.866349
杨戴/故乡__chunk002,杨戴/肥皂__chunk002,same,0.848134
杨戴/故乡__chunk002,杨戴/药__chunk001,same,0.871348
杨戴/故乡__chunk002,杨戴/药__chunk002,same,0.802372
杨戴/故乡__chunk002,杨戴/铸剑__chunk001,same,0.856645
杨戴/故乡__chunk002,杨戴/铸剑__chunk002,same,0.840922
杨戴/故乡__chunk002,杨戴/铸剑__chunk003,same,0.839248
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk001,same,0.846114
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk002,same,0.848974
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk003,same,0.864227
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk004,same,0.861278
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk005,same,0.864314
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk006,same,0.867525
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk007,same,0.866792
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk008,same,0.865211
杨戴/故乡__chunk002,杨戴/阿Q正传__chunk009,same,0.854728
杨戴/故乡__chunk002,杨戴/风波__chunk001,same,0.873369
杨戴/故乡__chunk002,杨戴/风波__chunk002,same,0.840399
杨戴/故乡__chunk002,蓝/伤逝__chunk001,cross,0.849077
杨戴/故乡__chunk002,蓝/伤逝__chunk002,cross,0.867623
杨戴/故乡__chunk002,蓝/伤逝__chunk003,cross,0.856342
杨戴/故乡__chunk002,蓝/在酒楼上__chunk001,cross,0.896009
杨戴/故乡__chunk002,蓝/在酒楼上__chunk002,cross,0.868466
杨戴/故乡__chunk002,蓝/奔月__chunk001,cross,0.857020
杨戴/故乡__chunk002,蓝/奔月__chunk002,cross,0.853573
杨戴/故乡__chunk002,蓝/孤独者__chunk001,cross,0.890355
杨戴/故乡__chunk002,蓝/孤独者__chunk002,cross,0.890760
杨戴/故乡__chunk002,蓝/孤独者__chunk003,cross,0.855609
杨戴/故乡__chunk002,蓝/孤独者__chunk004,cross,0.864918
杨戴/故乡__chunk002,蓝/幸福的家庭__chunk001,cross,0.853617
杨戴/故乡__chunk002,蓝/故乡__chunk001,cross,0.906114
杨戴/故乡__chunk002,蓝/故乡__chunk002,cross,0.879271
杨戴/故乡__chunk002,蓝/明天__chunk001,cross,0.848124
杨戴/故乡__chunk002,蓝/狂人日记__chunk001,cross,0.838778
杨戴/故乡__chunk002,蓝/狂人日记__chunk002,cross,0.858922
杨戴/故乡__chunk002,蓝/社戏__chunk001,cross,0.853977
杨戴/故乡__chunk002,蓝/社戏__chunk002,cross,0.879623
杨戴/故乡__chunk002,蓝/祝福__chunk001,cross,0.867997
