,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
杨戴/阿Q正传__chunk017,1.262312,1.164676,1.243465,1.120152,1.218992,1.074242,1.153526,0.999431,0.990869,0.962672,1.146762,1.235459,1.049075,1.151747,0.994339,1.035290,0.978130,1.048803,1.121911,1.133735,1.024096,1.212394,1.077161,1.092815,1.213467,1.261998,1.083279,1.102878,1.211563,1.172618,1.013763,1.095664,1.065154,1.280624,1.115567,1.266882,1.304136,1.289813,1.097867,1.239517,1.228701,1.190729,1.084599,1.162720,1.053452,1.165822,1.068820,1.303389,1.115797,1.267446,0.962720,1.118880,1.111596,1.108994,1.137073,1.119827,1.078405,1.090313,1.043895,0.888179,1.038376,1.047592,1.198092,1.193177,1.131370,1.190883,1.091297,1.116632,1.062499,0.946446,0.917939,1.063554,0.886751,1.127961,0.947065,1.055136,1.115336,0.934138,0.942200,0.945347,0.980857,1.011122,0.000000,1.099429,1.003187,1.083199,1.284142,1.255254,1.196341,1.217603,1.152959,1.218589,1.264311,1.121907,1.105106,1.277093,1.233144,1.024405,1.101401,1.033351,1.132367,1.023850,1.178273,1.171140,1.121821,1.293402,1.300184,1.094960,1.114783,1.391863,1.213710,1.316295,1.064493,1.365266,1.065207,1.037783,1.129848,1.161999,1.398623,1.254732,1.075021,1.282013,1.292967,1.264228,1.135452,1.219314,1.307539,1.301668,1.302575,1.293237,1.436521,1.317068,1.105414,1.302122,1.223389,1.139679,1.326362,1.295324,1.304749,1.166877,1.174353,1.108848,1.137454,1.028116,1.097018,1.185868,1.275276,1.171403,1.082959,1.082120,1.130406,1.063660,1.041346,1.022418,1.058921,1.085781,0.990828,1.022579,1.007398,1.083797,0.963331,0.929918,0.940479,0.929993,0.939371,1.152805,1.090226,1.178967
杨戴/风波__chunk001,0.952205,1.014114,0.949571,1.060568,1.016246,0.877145,0.980403,0.984127,0.900067,0.998178,0.937492,1.168996,0.654599,0.946285,0.853258,0.937781,0.924106,0.916624,0.906965,0.943664,0.953893,1.204295,0.928593,1.005730,1.193091,1.090981,1.005319,0.912229,0.917765,1.008391,1.000261,0.832175,0.812686,1.164847,1.127900,1.181760,1.253748,1.299339,0.893253,0.971668,0.890031,0.851290,0.952938,1.142809,0.863073,0.942455,0.917652,1.065381,1.015002,0.991770,0.838560,0.804036,0.864324,0.992594,0.877153,0.828561,0.939291,0.772939,0.788085,0.838617,0.787449,0.988363,0.927504,0.890619,0.981248,0.923303,1.103872,1.184054,1.032652,1.171271,0.888359,1.024426,0.931862,1.096710,0.940028,0.907042,1.103456,0.883148,0.771742,0.944471,1.123240,0.857947,1.099429,0.000000,0.874303,0.634217,0.986127,0.983519,1.065327,0.995119,0.964841,0.964630,1.044646,0.952808,0.887336,1.134256,0.961983,0.799450,0.916814,0.923266,1.054915,0.970438,0.941349,0.982635,0.983878,1.073214,1.053953,0.882685,0.970873,1.077316,0.913365,1.143813,0.869808,1.038008,0.866730,0.846640,0.804797,1.169904,1.127358,1.063181,0.838804,1.059223,0.944309,0.944934,0.925438,0.957605,0.815347,0.935220,1.074771,0.961160,1.062933,1.000913,0.963641,0.987217,0.835637,0.847649,1.076594,0.832507,1.003025,0.894411,0.942597,0.950515,0.792034,0.910164,0.783543,0.981853,1.053010,1.026726,1.012020,1.097048,1.045191,1.068833,1.045779,0.948079,0.829787,0.933968,0.836024,0.935837,0.916048,0.928108,0.995396,0.951819,0.894538,0.945532,1.065615,0.573389,0.902159,0.850041
杨戴/风波__chunk002,1.151472,1.214806,1.196933,1.085436,1.079462,1.029865,1.122814,1.089478,0.975932,1.095268,1.041808,1.264483,0.923981,0.896096,1.050335,1.018050,1.015767,0.943638,1.137782,1.036660,1.001256,1.294759,0.957419,1.121692,1.194830,1.045848,1.052434,1.079414,0.850943,1.195857,1.017046,0.900660,0.894806,1.177831,1.135794,1.188185,1.269914,1.244480,1.149416,1.149546,1.102964,1.067026,1.053922,1.077646,1.011449,0.938942,0.984899,1.136592,1.017376,0.842390,0.878831,0.893387,1.055328,0.954227,0.980017,0.952113,1.121961,0.964133,0.913440,0.912920,1.041207,0.992874,1.107805,0.997337,1.026116,1.101369,1.162303,0.998207,1.094430,1.096475,0.926258,1.072622,0.926353,1.085906,1.009516,0.983193,1.083208,0.947061,0.853721,1.003841,1.118695,0.935906,1.003187,0.874303,0.000000,0.765156,1.178832,1.250027,1.193706,1.074737,1.088797,1.257075,1.127130,1.094792,1.040105,1.233937,1.239477,0.876839,1.020819,1.030851,1.166350,0.958154,1.059438,0.965194,1.093554,1.155601,1.166522,1.114963,1.079982,1.199008,0.968340,1.304574,1.013557,1.176390,1.019467,0.967975,1.065564,1.094581,1.151478,1.191182,1.078419,1.140930,1.199616,1.096594,1.027924,1.170444,1.086484,1.069560,1.208107,1.107891,1.251692,0.896966,1.011916,1.017251,1.009475,0.961338,1.098256,1.053051,1.219770,1.145894,1.137246,1.037427,1.056673,0.971688,1.005166,1.034022,1.102930,1.127994,1.053480,1.094206,1.039931,1.056050,1.096026,1.139813,1.134042,1.053451,1.012575,0.922219,1.014594,1.013229,1.024387,1.010247,0.989884,1.062890,1.191525,0.864000,0.769451,0.959049
杨戴/风波__chunk003,1.016919,1.182848,0.903261,1.086353,1.094996,0.901493,0.955015,1.065485,0.923747,1.048249,0.903435,1.027656,0.706534,0.914759,0.831538,0.889680,0.875335,0.816868,0.950874,0.923636,0.953179,1.247668,0.803554,1.032474,1.142712,1.113318,1.032170,1.034654,0.888181,0.956302,0.975773,0.793226,0.919853,1.139584,1.103275,1.159808,1.115315,1.259336,0.946954,1.010668,0.889506,0.892113,0.891142,1.129672,0.944771,0.888510,0.852353,1.084169,0.983833,0.836903,0.845317,0.780751,0.814458,0.888786,0.890561,0.791263,0.958204,0.846851,0.776713,0.794169,0.836755,0.940558,1.058667,0.899015,1.009202,0.990603,1.085852,1.087712,1.023354,1.144833,0.899502,0.931208,0.855928,1.020375,0.907272,0.873297,1.006519,0.824180,0.721520,0.936693,1.054378,0.967647,1.083199,0.634217,0.765156,0.000000,0.989827,1.022292,0.927327,0.974655,0.970573,1.007101,1.024441,0.917976,0.816970,1.105382,0.948853,0.791554,0.835061,0.780074,1.035362,0.870657,0.860380,0.935178,0.950277,1.036171,1.021657,0.862748,0.861790,1.008495,0.818252,1.220106,0.859679,0.947290,0.811715,0.721412,0.799116,0.992859,1.035950,0.925027,0.884774,1.000168,0.966202,0.900130,0.887067,0.961916,0.880242,0.892703,0.980104,0.989842,1.001187,0.875718,0.890297,0.892966,0.867591,0.846209,1.046659,0.923304,1.037114,0.857707,0.892545,0.874779,0.835663,0.872407,0.870549,0.915989,1.043361,1.040500,0.955509,1.016165,1.037357,1.008271,0.971826,0.958603,0.936980,0.910894,0.851924,0.885196,0.945227,0.819394,0.922993,0.962736,0.861494,0.930576,1.068246,0.736981,0.883157,0.775269
蓝/伤逝__chunk001,0.781798,1.097208,0.973297,1.143323,0.957690,0.885165,0.893714,1.075926,0.950174,1.096318,1.011386,1.191822,0.963300,0.953969,0.963096,1.174664,1.104243,1.019714,1.109618,1.030787,0.987881,1.274204,1.114969,1.218796,1.427664,1.290162,1.027391,1.047954,1.072231,1.199285,1.145992,1.065796,1.080416,1.286912,1.089091,1.230630,1.233575,1.209148,0.990116,1.016860,1.061251,1.223249,0.946581,0.962031,1.050583,1.092025,1.116476,1.131081,1.075287,1.139976,1.053422,0.950903,0.933907,1.148009,0.925471,0.999066,1.116813,1.012743,0.975225,1.027781,0.974888,1.121866,1.122578,1.109917,1.035490,1.179598,1.208284,1.134895,1.136608,1.298448,1.160423,1.174874,1.047418,1.197679,1.196501,1.094557,1.396658,1.078298,1.168579,1.196885,1.252168,1.195791,1.284142,0.986127,1.178832,0.989827,0.000000,0.885351,0.820812,0.960086,0.772334,0.790830,0.894481,0.878502,0.880408,1.056744,1.124121,0.889957,0.902722,0.896121,1.112245,1.060257,1.056661,1.015274,1.051186,0.981308,1.039934,0.891773,1.088704,1.144671,1.078417,1.199595,0.890936,1.052800,1.098035,0.852474,0.891310,1.076077,1.144068,0.997047,0.850511,1.011235,0.991130,1.132554,0.930136,0.842960,0.904903,1.039983,1.143284,1.121475,0.981413,0.988459,1.032141,0.940687,0.932965,0.971720,1.001869,0.985960,1.061827,1.033608,0.968764,1.010660,0.968553,0.972399,0.921827,0.907971,1.062157,1.167528,1.025858,1.030151,1.080965,1.052175,1.025184,1.084107,1.080976,0.984114,1.084885,1.078049,1.076887,1.043438,1.119566,0.984708,1.017529,1.147624,1.208004,0.815594,1.032564,0.962868
蓝/伤逝__chunk002,0.934446,0.814616,0.871164,1.006082,0.973063,0.853604,0.971743,1.177756,0.866956,1.052209,1.012948,1.073005,1.011247,1.025134,0.996617,1.186325,0.993056,0.909541,1.130952,1.140023,0.977688,1.222372,1.049291,1.125058,1.391554,1.305602,1.148284,1.156980,1.147151,1.243875,1.063989,1.011518,1.131560,1.278864,1.291164,1.256624,1.309643,1.390221,0.907273,0.972376,1.009800,0.993085,1.007407,1.059798,1.014763,1.101336,1.109158,1.214633,1.018022,1.213490,1.084465,0.935888,0.937941,1.124000,1.089951,0.938239,1.188038,1.009432,1.083002,1.085681,1.072999,1.059220,1.075145,1.207818,1.217511,1.141727,1.125263,1.093474,1.061915,1.128143,1.128546,1.075770,1.074936,1.145535,1.141611,1.201483,1.298202,1.034846,1.079865,1.136228,1.202492,1.152322,1.255254,0.983519,1.250027,1.022292,0.885351,0.000000,0.790528,0.836382,0.860299,0.908328,1.166918,0.969667,0.811172,0.989566,0.880110,1.000298,0.921644,0.961402,1.196418,1.047434,0.993551,1.084422,1.014678,1.009160,0.955379,0.905801,1.136769,1.194075,1.119294,1.216910,0.912003,1.037734,0.966150,0.988982,1.060337,1.155002,1.239877,1.076941,0.880594,1.063869,0.919009,1.040365,0.993712,0.930711,0.959306,0.928253,1.100833,1.020860,1.113285,1.177226,1.148275,1.112024,0.973577,1.014018,1.097105,1.095196,1.218933,1.056863,1.005745,1.093596,1.011210,1.065088,1.052603,1.101759,1.240897,1.151976,1.168569,1.070130,1.183341,1.107639,1.133522,1.131878,1.128330,1.172967,1.052413,1.150623,1.148131,0.944882,1.089554,1.024890,1.128323,1.143436,1.256975,0.950428,1.156734,1.139702
蓝/伤逝__chunk003,0.983691,0.980882,0.835011,0.999648,0.968147,0.901667,0.740192,1.120844,0.878693,0.981945,0.983475,1.142410,0.989509,0.940259,1.008177,1.163772,1.173103,0.968542,1.047891,0.993120,0.965344,1.165155,0.969766,1.064658,1.353781,1.211798,1.191321,1.038475,1.106433,1.196813,1.115841,1.026184,1.046724,1.313893,1.162845,1.203453,1.187071,1.246969,0.918550,0.975825,1.005242,1.041564,1.002392,0.904362,1.134171,1.085464,1.108368,1.191263,1.082237,1.157416,0.997914,1.077909,1.035129,1.059475,1.053790,0.937996,1.093173,1.089258,1.096667,0.995508,1.072910,1.104744,1.178324,1.173727,1.143674,1.161229,1.126193,1.163668,1.244826,1.221761,1.254220,1.178230,1.090539,1.301787,1.075845,1.151107,1.265413,1.101886,1.067317,1.256405,1.208441,1.203785,1.196341,1.065327,1.193706,0.927327,0.820812,0.790528,0.000000,0.876854,0.834555,0.826559,0.895557,0.989440,0.858077,0.994036,1.096403,0.956679,0.906633,0.936336,1.087456,1.058804,1.041475,1.012103,0.963769,0.960149,1.060467,0.936577,1.101950,1.190499,1.120096,1.351780,0.914169,1.058005,1.033025,0.996867,0.904302,1.120933,1.132216,1.053487,0.939742,0.956812,0.994911,1.092835,1.115971,0.936206,1.063081,1.084577,1.200916,1.129249,1.115796,1.117680,1.072712,1.047814,1.123596,1.052710,1.124295,0.992654,1.264489,1.100364,1.047989,1.025364,1.027182,1.054185,1.138248,1.095400,1.245832,1.223784,1.045023,1.137256,1.242021,1.142214,1.195943,1.182918,1.118641,1.162507,1.064327,1.156016,1.185616,1.041974,1.131292,1.081009,1.123540,1.180363,1.308938,1.026036,1.153369,1.030434
蓝/伤逝__chunk004,1.010476,1.025406,1.043380,0.840661,0.785742,0.787664,0.819589,1.049373,0.946098,1.047352,1.056314,1.104347,1.048073,0.910071,1.068786,1.183543,1.068778,0.932268,1.080991,0.992522,0.815795,1.089890,0.926854,1.103227,1.277822,1.249302,1.055811,1.047389,0.979894,1.151822,1.057209,1.047928,1.050614,1.261428,1.269804,1.203628,1.222852,1.248743,0.845779,0.890226,0.934806,1.063164,0.959770,1.020697,0.997958,1.095350,1.106094,1.202056,1.121380,1.066176,1.082004,0.857870,0.989205,0.983045,1.067576,0.856645,1.171581,1.058883,1.070806,1.075566,1.019526,1.115239,1.089496,1.229866,1.206032,1.131595,1.188198,1.064899,1.151986,1.269753,1.096935,1.242085,1.037120,1.070502,1.102163,1.133893,1.174751,1.058659,1.106052,1.107021,1.128651,1.164779,1.217603,0.995119,1.074737,0.974655,0.960086,0.836382,0.876854,0.000000,0.867768,0.918084,0.994396,0.996487,0.908756,0.892383,0.879072,0.908811,0.905493,0.910132,1.233895,1.040318,0.997230,0.899193,0.912011,0.819166,0.853525,0.969583,1.014409,1.130658,1.051740,1.206596,0.864192,1.024906,0.907575,1.018825,0.980945,1.102748,1.157278,1.016413,0.804568,0.842731,0.953025,1.006309,0.954755,0.808676,1.044588,1.000199,1.092321,1.164004,1.137613,1.054198,1.138688,1.071621,1.092378,0.895476,1.052545,0.930649,1.277887,1.180459,1.120168,1.056230,1.079203,1.074413,1.020362,1.088235,1.228177,1.184039,1.176653,1.052155,1.222206,1.167444,1.148662,1.142875,1.128166,1.091491,1.004637,1.114066,1.010278,0.909404,1.008501,0.988015,1.062862,1.028436,1.179684,0.938784,1.014396,1.133023
蓝/伤逝__chunk005,0.979517,0.965060,0.931776,1.060519,0.871562,0.743903,0.840587,1.015438,0.801549,0.930621,0.884968,1.129440,0.972000,0.938792,0.958983,1.066611,1.004114,0.923666,1.032024,0.950257,0.908993,1.033255,0.963865,1.159378,1.205728,1.140687,1.036162,0.985181,1.034660,1.257588,1.043472,0.939326,1.149669,1.194215,1.137003,1.056101,1.107087,1.199055,0.836522,0.967352,1.100251,1.211591,0.825153,0.925314,1.013409,0.971502,1.103223,1.192984,1.018139,1.043400,0.989962,0.876045,0.942776,0.960813,0.980334,0.931406,1.155923,1.005936,1.039761,0.917157,0.996404,1.074588,1.020740,1.186166,1.219332,1.266935,1.112447,1.030575,1.144499,1.124350,1.086510,1.152330,0.921706,1.128751,1.031900,1.075054,1.241958,1.107135,1.017469,1.201670,1.129924,1.130731,1.152959,0.964841,1.088797,0.970573,0.772334,0.860299,0.834555,0.867768,0.000000,0.784709,0.918094,0.849546,0.888603,0.920385,0.946669,0.875393,0.914574,0.900727,1.103055,0.978883,1.031154,0.920314,0.968059,0.899653,0.871158,0.857519,1.056016,1.143964,0.985100,1.252946,0.887883,1.002325,1.076405,0.897749,0.965930,0.957710,1.003233,0.983748,0.790263,0.937247,1.006988,1.105980,0.760740,0.790710,1.005011,0.929306,1.141805,1.159631,1.075381,1.076835,1.006053,0.955817,0.865479,0.938257,1.013093,1.034391,1.127222,1.052372,0.963858,0.956926,0.925125,0.973261,0.993230,0.994208,1.212787,1.208005,1.020344,1.089570,1.091637,0.988806,1.041691,1.061457,1.110562,1.087430,1.035447,1.067182,1.073444,0.965456,1.055715,0.947515,1.051053,1.023598,1.165892,0.872939,0.950073,1.044831
蓝/伤逝__chunk006,1.001999,1.034592,0.891426,1.037606,1.021452,0.835799,0.783899,1.020171,0.885244,1.010533,0.929298,1.264057,1.080708,1.074061,1.072951,1.192453,1.136848,0.987495,1.042153,1.013409,0.967898,1.206770,1.040974,1.094878,1.394003,1.287182,1.150905,1.047907,1.111997,1.127131,1.074201,1.067152,0.998920,1.200932,1.141130,1.238068,1.303987,1.153043,0.962479,1.029359,1.107204,1.104474,0.876927,1.068419,0.993143,1.102209,1.068369,1.195615,1.060600,1.241477,1.045303,1.035348,0.969200,1.282063,1.088378,0.955080,1.159303,1.114070,0.980669,1.050965,1.042774,1.064336,1.150839,1.134011,1.148713,1.187086,1.257736,1.227349,1.263479,1.258505,1.139378,1.160564,1.078210,1.179702,1.095658,1.153402,1.283740,1.097975,1.040012,1.237989,1.153719,1.249137,1.218589,0.964630,1.257075,1.007101,0.790830,0.908328,0.826559,0.918084,0.784709,0.000000,0.850322,1.047780,0.909049,1.019226,1.032981,0.861211,0.932660,0.984778,1.046278,1.131043,1.021704,1.097121,0.912829,0.952862,0.941481,0.891724,1.069165,1.212570,1.009707,1.232240,0.838886,1.098947,1.047949,1.036216,0.892647,0.969892,1.163494,1.094006,0.868050,1.057308,0.964193,1.131399,0.870420,0.838925,0.939012,1.008255,1.086756,1.176735,1.038879,1.180138,1.027890,1.065826,0.919954,1.042283,1.116119,1.007876,1.139718,1.068281,0.907044,1.021776,1.015018,0.976775,1.017434,1.039892,1.176331,1.246352,1.097808,1.114796,1.158842,1.039414,1.102793,1.117358,1.096324,1.096717,1.043642,1.106798,1.048079,0.957987,1.043507,1.060553,1.083819,1.057224,1.194076,0.902244,1.047329,1.084845
蓝/伤逝__chunk007,0.975380,1.195039,1.112547,1.090194,1.037913,0.965999,0.810942,1.075710,0.979768,1.050373,1.008475,1.249101,1.098030,1.047806,1.121055,1.095511,1.124447,1.130412,1.088442,1.104988,0.970276,1.233265,0.982564,1.271248,1.410222,1.274677,1.263043,1.010322,0.979495,1.187014,1.060438,1.058741,1.082301,1.146489,1.146570,1.178353,1.222518,1.208989,1.050230,1.062959,1.119419,1.162661,1.001903,0.997302,1.062447,1.065507,1.044038,1.132116,1.189783,1.253524,1.107575,1.048843,1.100492,1.241252,1.141238,1.071849,1.141083,1.200688,1.003500,1.156225,1.042115,1.083528,1.203723,1.207773,1.231362,1.193142,1.293684,1.181886,1.328627,1.401290,1.151156,1.196173,1.057979,1.226109,1.005669,1.131986,1.247266,1.143641,1.069545,1.309368,1.196129,1.241555,1.264311,1.044646,1.127130,1.024441,0.894481,1.166918,0.895557,0.994396,0.918094,0.850322,0.000000,1.001067,1.036006,1.119820,1.266775,1.015077,1.027674,1.104595,1.131317,1.147933,1.061596,1.080927,0.999331,1.052110,1.086578,0.981585,1.215252,1.228457,1.169163,1.428215,0.974223,1.239758,1.152090,1.072217,1.083586,1.084546,1.079951,1.047931,1.005807,1.086377,1.084058,1.181271,0.976433,0.910627,1.190800,1.191255,1.168247,1.320023,1.167316,1.125711,1.153396,1.074091,1.132831,1.030364,1.334708,1.047005,1.226170,1.236538,1.161104,1.110942,1.076953,1.088349,1.056651,1.158519,1.235115,1.191543,1.109032,1.164962,1.285686,1.198975,1.200885,1.238996,1.124772,1.168839,1.051584,1.147276,1.092473,1.158474,1.088739,1.135384,1.199766,1.193465,1.194268,1.034402,1.120954,1.034782
蓝/在酒楼上__chunk001,0.988037,1.150459,1.065993,1.185601,1.050668,1.032835,1.020133,0.853699,1.026065,1.128040,1.039882,1.196659,0.955161,1.020069,0.958072,1.039026,0.942238,0.983530,1.070518,1.061855,0.882597,1.223685,1.013468,1.227940,1.304096,1.225382,1.109183,1.002692,1.103932,1.243857,1.095314,0.971648,1.073873,1.245753,1.185961,1.259711,1.255169,1.309442,0.884100,1.055117,0.951874,1.030002,0.959034,1.159368,1.068566,1.203089,1.128265,1.230743,1.231418,1.108179,1.081951,1.089070,1.010695,1.114908,1.146613,0.977909,1.028228,0.940877,0.933903,0.870362,0.898357,0.957424,0.967058,1.095943,0.965663,1.053707,1.095003,1.145215,1.149284,1.141513,1.114784,1.077761,0.963235,1.057781,1.061902,0.926031,1.207828,1.055264,1.068104,1.041881,1.276769,0.992299,1.121907,0.952808,1.094792,0.917976,0.878502,0.969667,0.989440,0.996487,0.849546,1.047780,1.001067,0.000000,0.802260,1.016414,1.086398,0.938215,0.999128,0.898680,1.069110,0.856975,0.959197,0.905937,0.972942,0.981450,0.974663,0.835629,1.011430,1.101638,1.009485,1.301413,0.806506,1.108538,1.026359,0.826733,0.918367,1.099129,1.024634,1.090125,0.681817,0.988460,0.860920,0.942548,0.817626,0.856466,0.975725,1.093203,1.188989,1.231679,1.094915,1.021010,1.178640,1.077822,1.003718,1.014772,1.110905,0.977674,0.971977,1.015033,0.941909,0.922430,0.895390,0.918551,0.905494,0.952103,0.906019,1.006831,0.939822,1.072782,1.235959,1.002232,1.024062,0.989840,0.878652,0.954943,1.030751,0.961483,0.909523,0.974763,0.979175,0.888186,1.015409,1.045436,1.054592,0.882421,1.037505,0.970051
蓝/在酒楼上__chunk002,0.955495,0.898365,0.825056,0.930292,1.028096,0.833913,0.880767,0.990469,0.652826,0.890312,0.931736,0.987655,0.876494,0.900438,0.824521,1.002200,1.007276,0.928951,0.937043,0.896479,0.820539,1.083585,0.944840,1.013010,1.190457,1.053918,1.088763,0.993675,0.942525,1.070165,0.976666,0.879183,1.006554,1.199637,1.146353,1.205682,1.086474,1.283209,0.842326,0.915089,0.971348,0.868550,0.905886,1.107081,1.021349,0.992512,0.957091,1.169812,1.034392,1.042052,0.954414,0.928390,0.815348,1.007569,0.953431,0.792870,0.933890,0.928818,0.890190,0.861711,0.834468,0.934690,0.876399,1.018132,0.998652,1.092666,1.087518,1.133389,1.119550,1.174993,1.027006,1.040653,0.923201,1.014968,0.900413,0.982358,1.127953,1.041188,0.928567,0.955199,1.000458,0.982122,1.105106,0.887336,1.040105,0.816970,0.880408,0.811172,0.858077,0.908756,0.888603,0.909049,1.036006,0.802260,0.000000,0.830154,0.811436,0.805176,0.765944,0.781121,0.908639,0.940473,0.916745,0.894234,0.789025,0.896903,0.740129,0.829547,0.949287,0.990213,0.881911,1.160497,0.674688,0.911250,0.768393,0.812685,0.800062,1.051528,1.036876,0.995558,0.776647,0.970152,0.876284,0.830887,0.869094,0.898894,0.861436,0.885435,0.945755,1.056966,0.985133,0.876162,0.990502,0.969393,0.850895,0.803830,0.992534,0.867143,1.014843,0.884338,0.914131,0.889304,0.826241,0.902936,0.845488,0.965976,1.104007,1.108963,0.987294,1.073267,1.176139,0.998398,1.058594,1.023045,0.896031,0.918188,0.894251,0.953515,0.966405,0.889914,0.935952,0.879471,0.894799,0.977887,1.087072,0.883156,0.889910,0.910016
