,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
杨戴/阿Q正传__chunk017,1.262308,1.164675,1.243467,1.120151,1.218996,1.074243,1.153528,0.999432,0.990866,0.962675,1.146762,1.235462,1.049077,1.151750,0.994331,1.035290,0.978125,1.048797,1.121911,1.133736,1.024100,1.212397,1.077162,1.092818,1.213473,1.262004,1.083268,1.102878,1.211567,1.172625,1.013761,1.095644,1.065141,1.280617,1.115569,1.266887,1.304140,1.289815,1.097871,1.239518,1.228700,1.190727,1.084597,1.162717,1.053448,1.165811,1.068819,1.303384,1.115784,1.267430,0.962718,1.118873,1.111596,1.108995,1.137067,1.119830,1.078404,1.090313,1.043885,0.888181,1.038380,1.047596,1.198090,1.193174,1.131363,1.190878,1.091300,1.116631,1.062499,0.946448,0.917942,1.063554,0.886753,1.127956,0.947070,1.055126,1.115338,0.934139,0.942198,0.945344,0.980855,1.011122,0.000000,1.099433,1.003173,1.083196,1.284142,1.255255,1.196342,1.217604,1.152963,1.218592,1.264314,1.121910,1.105103,1.277093,1.233147,1.024404,1.101402,1.033342,1.132362,1.023846,1.178271,1.171134,1.121817,1.293404,1.300181,1.094952,1.114788,1.391853,1.213700,1.316291,1.064496,1.365254,1.065201,1.037776,1.129847,1.162001,1.398624,1.254722,1.075024,1.282014,1.292971,1.264226,1.137167,1.219307,1.307528,1.301653,1.302563,1.293227,1.436514,1.317045,1.105400,1.302118,1.223387,1.139681,1.326349,1.295325,1.304751,1.166879,1.174354,1.108851,1.137456,1.028114,1.097020,1.185868,1.275263,1.171396,1.082958,1.082118,1.130397,1.063648,1.041332,1.022417,1.058923,1.085781,0.990828,1.022570,1.007393,1.083795,0.963334,0.929915,0.940480,0.929996,0.939373,1.152800,1.090216,1.178955
杨戴/风波__chunk001,0.952202,1.014114,0.949572,1.060567,1.016250,0.877145,0.980407,0.984128,0.900065,0.998180,0.937495,1.169000,0.654601,0.946287,0.853252,0.937783,0.924104,0.916619,0.906966,0.943666,0.953896,1.204299,0.928594,1.005732,1.193096,1.090988,1.005308,0.912229,0.917769,1.008398,1.000261,0.832153,0.812673,1.164842,1.127904,1.181764,1.253751,1.299342,0.893257,0.971668,0.890032,0.851287,0.952938,1.142806,0.863068,0.942444,0.917652,1.065376,1.014989,0.991754,0.838559,0.804028,0.864326,0.992595,0.877147,0.828565,0.939290,0.772938,0.788074,0.838618,0.787454,0.988370,0.927503,0.890614,0.981243,0.923298,1.103877,1.184055,1.032653,1.171275,0.888362,1.024425,0.931865,1.096708,0.940033,0.907030,1.103458,0.883148,0.771742,0.944470,1.123238,0.857945,1.099433,0.000000,0.874291,0.634211,0.986127,0.983519,1.065327,0.995120,0.964843,0.964635,1.044651,0.952811,0.887332,1.134256,0.961985,0.799450,0.916816,0.923258,1.054915,0.970437,0.941347,0.982629,0.983874,1.073217,1.053949,0.882679,0.970877,1.077305,0.913356,1.143810,0.869812,1.037997,0.866727,0.846632,0.804796,1.169909,1.127358,1.063171,0.838805,1.059225,0.944314,0.944933,0.927119,0.957598,0.815335,0.935204,1.074760,0.961151,1.062927,1.000891,0.963628,0.987212,0.835637,0.847651,1.076582,0.832510,1.003028,0.894412,0.942600,0.950519,0.792037,0.910165,0.783546,0.981855,1.053000,1.026723,1.012021,1.097047,1.045185,1.068823,1.045764,0.948079,0.829790,0.933969,0.836024,0.935832,0.916045,0.928106,0.995401,0.951817,0.894541,0.945535,1.065618,0.573383,0.902149,0.850031
杨戴/风波__chunk002,1.151466,1.214789,1.196922,1.085428,1.079449,1.029855,1.122804,1.089464,0.975914,1.095254,1.041794,1.264469,0.923966,0.896085,1.050333,1.018036,1.015761,0.943636,1.137775,1.036651,1.001241,1.294745,0.957409,1.121678,1.194819,1.045840,1.052436,1.079398,0.850933,1.195848,1.017027,0.900655,0.894809,1.177829,1.135782,1.188172,1.269901,1.244466,1.149405,1.149530,1.102953,1.067019,1.053920,1.077640,1.011445,0.938944,0.984891,1.136588,1.017379,0.842389,0.878821,0.893384,1.055313,0.954217,0.980012,0.952101,1.121954,0.964122,0.913440,0.912910,1.041197,0.992861,1.107801,0.997331,1.026113,1.101365,1.162291,0.998198,1.094420,1.096463,0.926247,1.072616,0.926344,1.085903,1.009504,0.983193,1.083193,0.947045,0.853713,1.003824,1.118689,0.935890,1.003173,0.874291,0.000000,0.765151,1.178823,1.250010,1.193696,1.074728,1.088783,1.257066,1.127119,1.094779,1.040086,1.233921,1.239467,0.876823,1.020813,1.030850,1.166331,0.958149,1.059433,0.965189,1.093550,1.155591,1.166517,1.114959,1.079971,1.199014,0.968342,1.304570,1.013544,1.176395,1.019463,0.967972,1.065555,1.094567,1.151462,1.191183,1.078404,1.140919,1.199607,1.096588,1.025018,1.170443,1.086485,1.069561,1.208108,1.107891,1.251692,0.896957,1.011918,1.017246,1.009466,0.961327,1.098260,1.053038,1.219765,1.145883,1.137239,1.037415,1.056659,0.971682,1.005155,1.034012,1.102933,1.127996,1.053474,1.094197,1.039930,1.056055,1.096026,1.139806,1.134029,1.053441,1.012565,0.922216,1.014587,1.013222,1.024375,1.010240,0.989872,1.062878,1.191510,0.863996,0.769451,0.959048
杨戴/风波__chunk003,1.016923,1.182839,0.903258,1.086355,1.094993,0.901492,0.955014,1.065480,0.923739,1.048245,0.903430,1.027652,0.706528,0.914758,0.831539,0.889675,0.875340,0.816871,0.950877,0.923637,0.953176,1.247664,0.803556,1.032469,1.142712,1.113317,1.032167,1.034648,0.888181,0.956302,0.975767,0.793210,0.919849,1.139586,1.103275,1.159806,1.115311,1.259331,0.946952,1.010663,0.889506,0.892115,0.891149,1.129677,0.944774,0.888507,0.852354,1.084173,0.983827,0.836894,0.845318,0.780751,0.814451,0.888785,0.890563,0.791261,0.958205,0.846850,0.776711,0.794168,0.836754,0.940557,1.058674,0.899017,1.009204,0.990606,1.085851,1.087715,1.023353,1.144833,0.899502,0.931213,0.855930,1.020379,0.907270,0.873294,1.006513,0.824173,0.721521,0.936684,1.054381,0.967639,1.083196,0.634211,0.765151,0.000000,0.989829,1.022286,0.927325,0.974656,0.970569,1.007102,1.024441,0.917972,0.816959,1.105374,0.948852,0.791548,0.835064,0.780074,1.035353,0.870665,0.860386,0.935180,0.950281,1.036173,1.021662,0.862750,0.861787,1.008492,0.818250,1.220111,0.859677,0.947285,0.811720,0.721411,0.799118,0.992856,1.035942,0.925024,0.884770,1.000168,0.966203,0.900131,0.888585,0.961917,0.880239,0.892695,0.980101,0.989841,1.001188,0.875704,0.890291,0.892969,0.867592,0.846206,1.046656,0.923303,1.037118,0.857703,0.892548,0.874779,0.835657,0.872413,0.870548,0.915989,1.043359,1.040504,0.955514,1.016165,1.037359,1.008269,0.971819,0.958606,0.936980,0.910893,0.851924,0.885198,0.945232,0.819397,0.922992,0.962740,0.861493,0.930572,1.068243,0.736982,0.883155,0.775266
蓝/伤逝__chunk001,0.781798,1.097204,0.973298,1.143328,0.957690,0.885168,0.893715,1.075924,0.950166,1.096316,1.011383,1.191821,0.963298,0.953970,0.963094,1.174662,1.104245,1.019712,1.109623,1.030789,0.987879,1.274203,1.114972,1.218794,1.427667,1.290166,1.027385,1.047951,1.072232,1.199288,1.145986,1.065779,1.080408,1.286911,1.089091,1.230628,1.233572,1.209143,0.990118,1.016856,1.061253,1.223253,0.946584,0.962031,1.050582,1.092018,1.116481,1.131081,1.075279,1.139962,1.053423,0.950901,0.933904,1.148011,0.925468,0.999066,1.116818,1.012745,0.975219,1.027784,0.974890,1.121866,1.122580,1.109918,1.035487,1.179599,1.208284,1.134898,1.136611,1.298449,1.160425,1.174878,1.047421,1.197681,1.196501,1.094551,1.396657,1.078294,1.168584,1.196881,1.252171,1.195787,1.284142,0.986127,1.178823,0.989829,0.000000,0.885347,0.820813,0.960088,0.772331,0.790830,0.894481,0.878501,0.880402,1.056741,1.124124,0.889953,0.902727,0.896118,1.112237,1.060259,1.056663,1.015273,1.051186,0.981311,1.039935,0.891770,1.088704,1.144665,1.078412,1.199595,0.890935,1.052793,1.098035,0.852471,0.891313,1.076074,1.144064,0.997040,0.850509,1.011234,0.991132,1.132557,0.931888,0.842954,0.904896,1.039972,1.143277,1.121469,0.981410,0.988439,1.032130,0.940686,0.932969,0.971722,1.001860,0.985959,1.061833,1.033610,0.968769,1.010661,0.968551,0.972402,0.921826,0.907974,1.062150,1.167527,1.025860,1.030153,1.080961,1.052168,1.025172,1.084111,1.080977,0.984116,1.084886,1.078047,1.076887,1.043439,1.119567,0.984710,1.017529,1.147624,1.208001,0.815592,1.032558,0.962862
蓝/伤逝__chunk002,0.934438,0.814618,0.871162,1.006079,0.973065,0.853602,0.971743,1.177758,0.866957,1.052212,1.012953,1.073007,1.011249,1.025132,0.996608,1.186330,0.993048,0.909531,1.130949,1.140021,0.977690,1.222374,1.049289,1.125060,1.391557,1.305607,1.148270,1.156985,1.147151,1.243879,1.063991,1.011493,1.131545,1.278857,1.291164,1.256630,1.309650,1.390226,0.907274,0.972380,1.009798,0.993081,1.007402,1.059792,1.014755,1.101323,1.109155,1.214626,1.018007,1.213471,1.084460,0.935877,0.937944,1.123998,1.089942,0.938240,1.188033,1.009428,1.082989,1.085678,1.073001,1.059222,1.075141,1.207811,1.217502,1.141720,1.125265,1.093470,1.061912,1.128144,1.128546,1.075766,1.074935,1.145528,1.141613,1.201470,1.298204,1.034850,1.079862,1.136231,1.202488,1.152326,1.255255,0.983519,1.250010,1.022286,0.885347,0.000000,0.790526,0.836380,0.860301,0.908326,1.166920,0.969671,0.811172,0.989568,0.880109,1.000301,0.921641,0.961391,1.196418,1.047429,0.993545,1.084413,1.014671,1.009158,0.955373,0.905790,1.136770,1.194061,1.119281,1.216903,0.912002,1.037719,0.966143,0.988973,1.060333,1.155005,1.239880,1.076930,0.880596,1.063868,0.919009,1.040360,0.995344,0.930701,0.959292,0.928235,1.100819,1.020846,1.113276,1.177201,1.148258,1.112016,0.973571,1.014018,1.097090,1.095195,1.218931,1.056862,1.005743,1.093596,1.011212,1.065086,1.052602,1.101758,1.240882,1.151969,1.168566,1.070126,1.183330,1.107625,1.133505,1.131877,1.128331,1.172965,1.052410,1.150614,1.148125,0.944875,1.089555,1.024885,1.128322,1.143437,1.256980,0.950419,1.156722,1.139689
蓝/伤逝__chunk003,0.983690,0.980877,0.835012,0.999651,0.968147,0.901670,0.740192,1.120843,0.878687,0.981943,0.983471,1.142409,0.989507,0.940261,1.008172,1.163770,1.173103,0.968539,1.047895,0.993123,0.965344,1.165153,0.969770,1.064656,1.353786,1.211801,1.191312,1.038472,1.106437,1.196815,1.115837,1.026164,1.046714,1.313889,1.162847,1.203454,1.187069,1.246968,0.918553,0.975824,1.005245,1.041565,1.002394,0.904361,1.134169,1.085455,1.108370,1.191262,1.082225,1.157402,0.997915,1.077905,1.035126,1.059476,1.053786,0.937996,1.093175,1.089261,1.096660,0.995512,1.072913,1.104746,1.178324,1.173725,1.143670,1.161228,1.126194,1.163670,1.244828,1.221763,1.254224,1.178234,1.090544,1.301785,1.075847,1.151100,1.265411,1.101884,1.067318,1.256400,1.208441,1.203782,1.196342,1.065327,1.193696,0.927325,0.820813,0.790526,0.000000,0.876857,0.834554,0.826562,0.895560,0.989441,0.858070,0.994031,1.096406,0.956676,0.906636,0.936330,1.087448,1.058805,1.041475,1.012100,0.963768,0.960154,1.060466,0.936574,1.101951,1.190492,1.120089,1.351778,0.914170,1.057993,1.033022,0.996863,0.904305,1.120932,1.132212,1.053478,0.939742,0.956815,0.994915,1.092834,1.117584,0.936201,1.063073,1.084564,1.200909,1.129241,1.115790,1.117659,1.072700,1.047812,1.123598,1.052712,1.124285,0.992656,1.264495,1.100364,1.047993,1.025366,1.027179,1.054188,1.138249,1.095403,1.245822,1.223782,1.045024,1.137256,1.242016,1.142205,1.195930,1.182920,1.118644,1.162509,1.064330,1.156012,1.185616,1.041974,1.131295,1.081010,1.123543,1.180363,1.308939,1.026034,1.153361,1.030425
蓝/伤逝__chunk004,1.010474,1.025404,1.043383,0.840665,0.785743,0.787667,0.819592,1.049373,0.946094,1.047350,1.056313,1.104348,1.048073,0.910073,1.068783,1.183543,1.068778,0.932264,1.080993,0.992525,0.815794,1.089888,0.926858,1.103227,1.277825,1.249307,1.055803,1.047386,0.979898,1.151826,1.057205,1.047910,1.050604,1.261426,1.269806,1.203628,1.222852,1.248741,0.845782,0.890223,0.934809,1.063168,0.959771,1.020696,0.997957,1.095342,1.106098,1.202055,1.121370,1.066161,1.082005,0.857867,0.989204,0.983048,1.067573,0.856645,1.171584,1.058888,1.070800,1.075571,1.019529,1.115242,1.089497,1.229867,1.206030,1.131595,1.188199,1.064901,1.151991,1.269756,1.096939,1.242089,1.037126,1.070502,1.102165,1.133887,1.174751,1.058657,1.106055,1.107019,1.128653,1.164778,1.217604,0.995120,1.074728,0.974656,0.960088,0.836380,0.876857,0.000000,0.867767,0.918087,0.994399,0.996490,0.908752,0.892380,0.879076,0.908808,0.905495,0.910127,1.233890,1.040320,0.997231,0.899190,0.912011,0.819170,0.853523,0.969580,1.014412,1.130651,1.051735,1.206594,0.864193,1.024897,0.907573,1.018824,0.980947,1.102748,1.157276,1.016405,0.804568,0.842732,0.953030,1.006310,0.956624,0.808670,1.044580,1.000188,1.092314,1.163997,1.137609,1.054178,1.138676,1.071620,1.092380,0.895479,1.052535,0.930651,1.277894,1.180461,1.120174,1.056232,1.079203,1.074417,1.020363,1.088240,1.228167,1.184037,1.176655,1.052158,1.222200,1.167436,1.148649,1.142878,1.128170,1.091496,1.004641,1.114064,1.010277,0.909404,1.008503,0.988016,1.062865,1.028437,1.179683,0.938782,1.014388,1.133016
蓝/伤逝__chunk005,0.979511,0.965062,0.931778,1.060518,0.871566,0.743903,0.840589,1.015442,0.801549,0.930625,0.884972,1.129444,0.972005,0.938793,0.958975,1.066616,1.004109,0.923657,1.032023,0.950257,0.908997,1.033259,0.963865,1.159382,1.205732,1.140693,1.036149,0.985184,1.034662,1.257595,1.043472,0.939304,1.149657,1.194210,1.137003,1.056104,1.107092,1.199057,0.836525,0.967355,1.100251,1.211591,0.825149,0.925309,1.013403,0.971491,1.103223,1.192979,1.018126,1.043380,0.989958,0.876037,0.942780,0.960813,0.980328,0.931409,1.155921,1.005936,1.039751,0.917157,0.996407,1.074592,1.020737,1.186163,1.219325,1.266932,1.112450,1.030572,1.144499,1.124352,1.086511,1.152328,0.921707,1.128746,1.031903,1.075043,1.241963,1.107137,1.017468,1.201673,1.129923,1.130735,1.152963,0.964843,1.088783,0.970569,0.772331,0.860301,0.834554,0.867767,0.000000,0.784708,0.918096,0.849552,0.888603,0.920387,0.946671,0.875396,0.914572,0.900718,1.103054,0.978879,1.031150,0.920307,0.968055,0.899652,0.871153,0.857510,1.056020,1.143952,0.985089,1.252941,0.887886,1.002311,1.076401,0.897743,0.965929,0.957713,1.003234,0.983737,0.790266,0.937248,1.006991,1.105978,0.762424,0.790700,1.004999,0.929290,1.141793,1.159619,1.075373,1.076811,1.006037,0.955811,0.865476,0.938258,1.013079,1.034392,1.127223,1.052373,0.963858,0.956927,0.925129,0.973260,0.993230,0.994209,1.212774,1.207999,1.020342,1.089568,1.091628,0.988794,1.041675,1.061456,1.110565,1.087430,1.035446,1.067175,1.073440,0.965452,1.055719,0.947513,1.051055,1.023601,1.165897,0.872933,0.950061,1.044820
蓝/伤逝__chunk006,1.001997,1.034592,0.891430,1.037608,1.021456,0.835802,0.783904,1.020172,0.885243,1.010535,0.929300,1.264061,1.080710,1.074066,1.072947,1.192456,1.136846,0.987491,1.042156,1.013414,0.967898,1.206772,1.040977,1.094882,1.394010,1.287190,1.150896,1.047908,1.112002,1.127137,1.074198,1.067134,0.998910,1.200931,1.141134,1.238070,1.303991,1.153044,0.962482,1.029359,1.107207,1.104477,0.876926,1.068418,0.993141,1.102202,1.068372,1.195613,1.060590,1.241463,1.045303,1.035344,0.969202,1.282067,1.088376,0.955084,1.159305,1.114073,0.980662,1.050968,1.042780,1.064339,1.150839,1.134011,1.148709,1.187086,1.257739,1.227349,1.263482,1.258509,1.139383,1.160565,1.078213,1.179701,1.095662,1.153395,1.283742,1.097976,1.040015,1.237989,1.153720,1.249139,1.218592,0.964635,1.257066,1.007102,0.790830,0.908326,0.826562,0.918087,0.784708,0.000000,0.850328,1.047783,0.909047,1.019225,1.032986,0.861211,0.932662,0.984772,1.046275,1.131042,1.021703,1.097118,0.912827,0.952864,0.941479,0.891719,1.069170,1.212563,1.009700,1.232240,0.838889,1.098938,1.047948,1.036213,0.892648,0.969893,1.163494,1.094000,0.868051,1.057311,0.964198,1.131401,0.872215,0.838919,0.939002,1.008243,1.086747,1.176729,1.038875,1.180118,1.027878,1.065825,0.919955,1.042289,1.116110,1.007879,1.139721,1.068287,0.907047,1.021780,1.015021,0.976776,1.017438,1.039896,1.176321,1.246347,1.097808,1.114798,1.158836,1.039403,1.102780,1.117361,1.096327,1.096720,1.043645,1.106794,1.048078,0.957985,1.043510,1.060553,1.083823,1.057227,1.194077,0.902241,1.047323,1.084839
蓝/伤逝__chunk007,0.975378,1.195038,1.112552,1.090197,1.037917,0.966004,0.810948,1.075712,0.979766,1.050376,1.008477,1.249105,1.098033,1.047812,1.121052,1.095513,1.124446,1.130409,1.088445,1.104993,0.970277,1.233268,0.982568,1.271252,1.410229,1.274685,1.263036,1.010322,0.979500,1.187022,1.060435,1.058723,1.082290,1.146487,1.146574,1.178356,1.222520,1.208989,1.050236,1.062960,1.119423,1.162664,1.001904,0.997301,1.062444,1.065499,1.044041,1.132113,1.189773,1.253510,1.107575,1.048840,1.100494,1.241256,1.141235,1.071854,1.141087,1.200692,1.003493,1.156229,1.042121,1.083529,1.203722,1.207773,1.231358,1.193141,1.293688,1.181887,1.328631,1.401294,1.151162,1.196174,1.057982,1.226108,1.005671,1.131979,1.247268,1.143641,1.069548,1.309367,1.196132,1.241556,1.264314,1.044651,1.127119,1.024441,0.894481,1.166920,0.895560,0.994399,0.918096,0.850328,0.000000,1.001069,1.036004,1.119820,1.266782,1.015077,1.027678,1.104590,1.131314,1.147930,1.061593,1.080924,0.999331,1.052114,1.086578,0.981581,1.215256,1.228451,1.169158,1.428213,0.974226,1.239751,1.152088,1.072214,1.083587,1.084548,1.079951,1.047924,1.005809,1.086382,1.084066,1.181274,0.978159,0.910620,1.190792,1.191244,1.168239,1.320016,1.167312,1.125690,1.153385,1.074089,1.132833,1.030371,1.334699,1.047007,1.226174,1.236544,1.161107,1.110947,1.076955,1.088347,1.056657,1.158524,1.235103,1.191539,1.109032,1.164964,1.285681,1.198967,1.200871,1.239000,1.124775,1.168842,1.051586,1.147273,1.092471,1.158473,1.088743,1.135385,1.199771,1.193469,1.194269,1.034401,1.120947,1.034774
蓝/在酒楼上__chunk001,0.988032,1.150461,1.065994,1.185601,1.050673,1.032837,1.020136,0.853703,1.026067,1.128048,1.039887,1.196664,0.955167,1.020073,0.958066,1.039032,0.942235,0.983525,1.070519,1.061857,0.882601,1.223693,1.013470,1.227945,1.304101,1.225387,1.109174,1.002696,1.103933,1.243864,1.095315,0.971626,1.073860,1.245747,1.185963,1.259718,1.255177,1.309446,0.884106,1.055122,0.951874,1.029999,0.959030,1.159365,1.068561,1.203079,1.128264,1.230739,1.231406,1.108163,1.081949,1.089064,1.010699,1.114910,1.146607,0.977913,1.028228,0.940876,0.933891,0.870362,0.898361,0.957426,0.967056,1.095940,0.965656,1.053700,1.095007,1.145214,1.149286,1.141515,1.114786,1.077759,0.963236,1.057779,1.061905,0.926021,1.207834,1.055269,1.068105,1.041883,1.276768,0.992301,1.121910,0.952811,1.094779,0.917972,0.878501,0.969671,0.989441,0.996490,0.849552,1.047783,1.001069,0.000000,0.802259,1.016418,1.086400,0.938218,0.999130,0.898672,1.069110,0.856971,0.959192,0.905932,0.972938,0.981450,0.974659,0.835620,1.011431,1.101628,1.009475,1.301410,0.806508,1.108528,1.026355,0.826725,0.918365,1.099135,1.024636,1.090117,0.681820,0.988463,0.860922,0.942547,0.819240,0.856458,0.975712,1.093188,1.188978,1.231671,1.094909,1.020988,1.178625,1.077815,1.003716,1.014775,1.110894,0.977674,0.971976,1.015035,0.941908,0.922433,0.895396,0.918548,0.905497,0.952105,0.906006,1.006824,0.939820,1.072782,1.235952,1.002222,1.024046,0.989841,0.878651,0.954944,1.030750,0.961476,0.909519,0.974760,0.979179,0.888185,1.015409,1.045440,1.054596,0.882414,1.037496,0.970042
蓝/在酒楼上__chunk002,0.955485,0.898366,0.825050,0.930286,1.028094,0.833907,0.880763,0.990467,0.652827,0.890312,0.931737,0.987652,0.876491,0.900435,0.824508,1.002201,1.007267,0.928940,0.937038,0.896475,0.820539,1.083585,0.944836,1.013007,1.190458,1.053918,1.088747,0.993678,0.942522,1.070164,0.976671,0.879153,1.006536,1.199624,1.146350,1.205688,1.086478,1.283211,0.842325,0.915090,0.971342,0.868541,0.905879,1.107072,1.021339,0.992495,0.957083,1.169803,1.034372,1.042030,0.954406,0.928376,0.815347,1.007563,0.953419,0.792868,0.933883,0.928812,0.890173,0.861706,0.834466,0.934689,0.876392,1.018121,0.998640,1.092654,1.087517,1.133383,1.119543,1.174990,1.027002,1.040646,0.923198,1.014958,0.900412,0.982342,1.127951,1.041189,0.928560,0.955199,1.000450,0.982122,1.105103,0.887332,1.040086,0.816959,0.880402,0.811172,0.858070,0.908752,0.888603,0.909047,1.036004,0.802259,0.000000,0.830156,0.811432,0.805176,0.765938,0.781107,0.908641,0.940466,0.916736,0.894222,0.789016,0.896900,0.740120,0.829534,0.949285,0.990198,0.881895,1.160488,0.674686,0.911231,0.768382,0.812671,0.800056,1.051528,1.036878,0.995542,0.776647,0.970149,0.876283,0.830878,0.870519,0.898881,0.861419,0.885413,0.945739,1.056952,0.985120,0.876134,0.990481,0.969382,0.850887,0.803826,0.992516,0.867139,1.014840,0.884333,0.914126,0.889302,0.826239,0.902930,0.845485,0.965971,1.103990,1.108951,0.987287,1.073259,1.176127,0.998381,1.058573,1.023039,0.896028,0.918181,0.894246,0.953502,0.966396,0.889905,0.935950,0.879464,0.894795,0.977883,1.087074,0.883145,0.889894,0.910000
