sample_a,sample_b,pair_type,similarity
杨戴/狂人日记__chunk001,杨戴/铸剑__chunk001,same,0.843604
杨戴/狂人日记__chunk001,杨戴/铸剑__chunk002,same,0.796714
杨戴/狂人日记__chunk001,杨戴/阿Q正传__chunk001,same,0.833724
杨戴/狂人日记__chunk001,杨戴/阿Q正传__chunk002,same,0.826245
杨戴/狂人日记__chunk001,杨戴/阿Q正传__chunk003,same,0.847357
杨戴/狂人日记__chunk001,杨戴/阿Q正传__chunk004,same,0.847828
杨戴/狂人日记__chunk001,杨戴/风波__chunk001,same,0.866760
杨戴/狂人日记__chunk001,蓝/伤逝__chunk001,cross,0.865390
杨戴/狂人日记__chunk001,蓝/伤逝__chunk002,cross,0.874405
杨戴/狂人日记__chunk001,蓝/在酒楼上__chunk001,cross,0.898450
杨戴/狂人日记__chunk001,蓝/奔月__chunk001,cross,0.852106
杨戴/狂人日记__chunk001,蓝/孤独者__chunk001,cross,0.906087
杨戴/狂人日记__chunk001,蓝/孤独者__chunk002,cross,0.892097
杨戴/狂人日记__chunk001,蓝/幸福的家庭__chunk001,cross,0.847462
杨戴/狂人日记__chunk001,蓝/故乡__chunk001,cross,0.908168
杨戴/狂人日记__chunk001,蓝/明天__chunk001,cross,0.816757
杨戴/狂人日记__chunk001,蓝/狂人日记__chunk001,cross,0.918337
杨戴/狂人日记__chunk001,蓝/社戏__chunk001,cross,0.873624
杨戴/狂人日记__chunk001,蓝/祝福__chunk001,cross,0.857920
杨戴/狂人日记__chunk001,蓝/祝福__chunk002,cross,0.846225
杨戴/狂人日记__chunk001,蓝/离婚__chunk001,cross,0.860362
杨戴/狂人日记__chunk001,蓝/肥皂__chunk001,cross,0.856276
杨戴/狂人日记__chunk001,蓝/药__chunk001,cross,0.811592
杨戴/狂人日记__chunk001,蓝/铸剑__chunk001,cross,0.849814
杨戴/狂人日记__chunk001,蓝/铸剑__chunk002,cross,0.779782
杨戴/狂人日记__chunk001,蓝/阿Q正传__chunk001,cross,0.802507
杨戴/狂人日记__chunk001,蓝/阿Q正传__chunk002,cross,0.800759
杨戴/狂人日记__chunk001,蓝/阿Q正传__chunk003,cross,0.810533
杨戴/狂人日记__chunk001,蓝/阿Q正传__chunk004,cross,0.835392
杨戴/狂人日记__chunk001,蓝/风波__chunk001,cross,0.845741
杨戴/社戏__chunk001,杨戴/祝福__chunk001,same,0.919791
杨戴/社戏__chunk001,杨戴/祝福__chunk002,same,0.901861
杨戴/社戏__chunk001,杨戴/离婚__chunk001,same,0.877927
杨戴/社戏__chunk001,杨戴/肥皂__chunk001,same,0.888435
杨戴/社戏__chunk001,杨戴/药__chunk001,same,0.864939
杨戴/社戏__chunk001,杨戴/铸剑__chunk001,same,0.870542
杨戴/社戏__chunk001,杨戴/铸剑__chunk002,same,0.850255
杨戴/社戏__chunk001,杨戴/阿Q正传__chunk001,same,0.856641
杨戴/社戏__chunk001,杨戴/阿Q正传__chunk002,same,0.828697
杨戴/社戏__chunk001,杨戴/阿Q正传__chunk003,same,0.870371
杨戴/社戏__chunk001,杨戴/阿Q正传__chunk004,same,0.866987
杨戴/社戏__chunk001,杨戴/风波__chunk001,same,0.906757
杨戴/社戏__chunk001,蓝/伤逝__chunk001,cross,0.911038
杨戴/社戏__chunk001,蓝/伤逝__chunk002,cross,0.871605
杨戴/社戏__chunk001,蓝/在酒楼上__chunk001,cross,0.933005
杨戴/社戏__chunk001,蓝/奔月__chunk001,cross,0.879923
杨戴/社戏__chunk001,蓝/孤独者__chunk001,cross,0.900857
杨戴/社戏__chunk001,蓝/孤独者__chunk002,cross,0.893755
杨戴/社戏__chunk001,蓝/幸福的家庭__chunk001,cross,0.843363
杨戴/社戏__chunk001,蓝/故乡__chunk001,cross,0.911787
杨戴/社戏__chunk001,蓝/明天__chunk001,cross,0.866931
杨戴/社戏__chunk001,蓝/狂人日记__chunk001,cross,0.871587
杨戴/社戏__chunk001,蓝/社戏__chunk001,cross,0.939907
杨戴/社戏__chunk001,蓝/祝福__chunk001,cross,0.893934
杨戴/社戏__chunk001,蓝/祝福__chunk002,cross,0.870129
杨戴/社戏__chunk001,蓝/离婚__chunk001,cross,0.871084
杨戴/社戏__chunk001,蓝/肥皂__chunk001,cross,0.877408
杨戴/社戏__chunk001,蓝/药__chunk001,cross,0.850900
杨戴/社戏__chunk001,蓝/铸剑__chunk001,cross,0.871186
杨戴/社戏__chunk001,蓝/铸剑__chunk002,cross,0.847069
杨戴/社戏__chunk001,蓝/阿Q正传__chunk001,cross,0.828006
杨戴/社戏__chunk001,蓝/阿Q正传__chunk002,cross,0.821670
杨戴/社戏__chunk001,蓝/阿Q正传__chunk003,cross,0.840552
杨戴/社戏__chunk001,蓝/阿Q正传__chunk004,cross,0.864446
杨戴/社戏__chunk001,蓝/风波__chunk001,cross,0.880719
杨戴/祝福__chunk001,杨戴/祝福__chunk002,same,0.946830
杨戴/祝福__chunk001,杨戴/离婚__chunk001,same,0.878012
杨戴/祝福__chunk001,杨戴/肥皂__chunk001,same,0.892225
杨戴/祝福__chunk001,杨戴/药__chunk001,same,0.852299
杨戴/祝福__chunk001,杨戴/铸剑__chunk001,same,0.832427
杨戴/祝福__chunk001,杨戴/铸剑__chunk002,same,0.807715
杨戴/祝福__chunk001,杨戴/阿Q正传__chunk001,same,0.855659
杨戴/祝福__chunk001,杨戴/阿Q正传__chunk002,same,0.833215
杨戴/祝福__chunk001,杨戴/阿Q正传__chunk003,same,0.868316
杨戴/祝福__chunk001,杨戴/阿Q正传__chunk004,same,0.862679
杨戴/祝福__chunk001,杨戴/风波__chunk001,same,0.889780
杨戴/祝福__chunk001,蓝/伤逝__chunk001,cross,0.910520
杨戴/祝福__chunk001,蓝/伤逝__chunk002,cross,0.881992
杨戴/祝福__chunk001,蓝/在酒楼上__chunk001,cross,0.918077
杨戴/祝福__chunk001,蓝/奔月__chunk001,cross,0.861408
杨戴/祝福__chunk001,蓝/孤独者__chunk001,cross,0.892344
杨戴/祝福__chunk001,蓝/孤独者__chunk002,cross,0.880290
杨戴/祝福__chunk001,蓝/幸福的家庭__chunk001,cross,0.829623
杨戴/祝福__chunk001,蓝/故乡__chunk001,cross,0.899799
杨戴/祝福__chunk001,蓝/明天__chunk001,cross,0.887190
杨戴/祝福__chunk001,蓝/狂人日记__chunk001,cross,0.853108
杨戴/祝福__chunk001,蓝/社戏__chunk001,cross,0.893234
杨戴/祝福__chunk001,蓝/祝福__chunk001,cross,0.940568
杨戴/祝福__chunk001,蓝/祝福__chunk002,cross,0.914621
杨戴/祝福__chunk001,蓝/离婚__chunk001,cross,0.862715
杨戴/祝福__chunk001,蓝/肥皂__chunk001,cross,0.873747
杨戴/祝福__chunk001,蓝/药__chunk001,cross,0.831097
杨戴/祝福__chunk001,蓝/铸剑__chunk001,cross,0.837574
杨戴/祝福__chunk001,蓝/铸剑__chunk002,cross,0.799283
杨戴/祝福__chunk001,蓝/阿Q正传__chunk001,cross,0.817274
杨戴/祝福__chunk001,蓝/阿Q正传__chunk002,cross,0.811081
杨戴/祝福__chunk001,蓝/阿Q正传__chunk003,cross,0.836892
杨戴/祝福__chunk001,蓝/阿Q正传__chunk004,cross,0.839974
杨戴/祝福__chunk001,蓝/风波__chunk001,cross,0.867491
杨戴/祝福__chunk002,杨戴/离婚__chunk001,same,0.852649
杨戴/祝福__chunk002,杨戴/肥皂__chunk001,same,0.870407
杨戴/祝福__chunk002,杨戴/药__chunk001,same,0.850151
杨戴/祝福__chunk002,杨戴/铸剑__chunk001,same,0.822519
杨戴/祝福__chunk002,杨戴/铸剑__chunk002,same,0.796439
杨戴/祝福__chunk002,杨戴/阿Q正传__chunk001,same,0.832970
杨戴/祝福__chunk002,杨戴/阿Q正传__chunk002,same,0.817606
杨戴/祝福__chunk002,杨戴/阿Q正传__chunk003,same,0.844488
杨戴/祝福__chunk002,杨戴/阿Q正传__chunk004,same,0.853201
杨戴/祝福__chunk002,杨戴/风波__chunk001,same,0.870059
杨戴/祝福__chunk002,蓝/伤逝__chunk001,cross,0.864367
杨戴/祝福__chunk002,蓝/伤逝__chunk002,cross,0.832540
杨戴/祝福__chunk002,蓝/在酒楼上__chunk001,cross,0.870351
杨戴/祝福__chunk002,蓝/奔月__chunk001,cross,0.839274
杨戴/祝福__chunk002,蓝/孤独者__chunk001,cross,0.859234
杨戴/祝福__chunk002,蓝/孤独者__chunk002,cross,0.833960
杨戴/祝福__chunk002,蓝/幸福的家庭__chunk001,cross,0.813545
杨戴/祝福__chunk002,蓝/故乡__chunk001,cross,0.857258
杨戴/祝福__chunk002,蓝/明天__chunk001,cross,0.865287
杨戴/祝福__chunk002,蓝/狂人日记__chunk001,cross,0.809964
杨戴/祝福__chunk002,蓝/社戏__chunk001,cross,0.860042
杨戴/祝福__chunk002,蓝/祝福__chunk001,cross,0.906389
杨戴/祝福__chunk002,蓝/祝福__chunk002,cross,0.926432
杨戴/祝福__chunk002,蓝/离婚__chunk001,cross,0.838763
杨戴/祝福__chunk002,蓝/肥皂__chunk001,cross,0.851601
杨戴/祝福__chunk002,蓝/药__chunk001,cross,0.816409
杨戴/祝福__chunk002,蓝/铸剑__chunk001,cross,0.828596
杨戴/祝福__chunk002,蓝/铸剑__chunk002,cross,0.790758
杨戴/祝福__chunk002,蓝/阿Q正传__chunk001,cross,0.795068
杨戴/祝福__chunk002,蓝/阿Q正传__chunk002,cross,0.788858
杨戴/祝福__chunk002,蓝/阿Q正传__chunk003,cross,0.809449
杨戴/祝福__chunk002,蓝/阿Q正传__chunk004,cross,0.816523
杨戴/祝福__chunk002,蓝/风波__chunk001,cross,0.858480
杨戴/离婚__chunk001,杨戴/肥皂__chunk001,same,0.938535
杨戴/离婚__chunk001,杨戴/药__chunk001,same,0.918081
杨戴/离婚__chunk001,杨戴/铸剑__chunk001,same,0.921967
杨戴/离婚__chunk001,杨戴/铸剑__chunk002,same,0.856013
杨戴/离婚__chunk001,杨戴/阿Q正传__chunk001,same,0.843768
杨戴/离婚__chunk001,杨戴/阿Q正传__chunk002,same,0.846912
杨戴/离婚__chunk001,杨戴/阿Q正传__chunk003,same,0.856539
杨戴/离婚__chunk001,杨戴/阿Q正传__chunk004,same,0.854861
杨戴/离婚__chunk001,杨戴/风波__chunk001,same,0.930834
杨戴/离婚__chunk001,蓝/伤逝__chunk001,cross,0.843435
杨戴/离婚__chunk001,蓝/伤逝__chunk002,cross,0.826935
杨戴/离婚__chunk001,蓝/在酒楼上__chunk001,cross,0.889612
杨戴/离婚__chunk001,蓝/奔月__chunk001,cross,0.912923
杨戴/离婚__chunk001,蓝/孤独者__chunk001,cross,0.904390
杨戴/离婚__chunk001,蓝/孤独者__chunk002,cross,0.882856
杨戴/离婚__chunk001,蓝/幸福的家庭__chunk001,cross,0.870553
杨戴/离婚__chunk001,蓝/故乡__chunk001,cross,0.890126
杨戴/离婚__chunk001,蓝/明天__chunk001,cross,0.854356
杨戴/离婚__chunk001,蓝/狂人日记__chunk001,cross,0.874063
杨戴/离婚__chunk001,蓝/社戏__chunk001,cross,0.855530
杨戴/离婚__chunk001,蓝/祝福__chunk001,cross,0.880940
杨戴/离婚__chunk001,蓝/祝福__chunk002,cross,0.866786
杨戴/离婚__chunk001,蓝/离婚__chunk001,cross,0.915222
杨戴/离婚__chunk001,蓝/肥皂__chunk001,cross,0.907250
杨戴/离婚__chunk001,蓝/药__chunk001,cross,0.881506
杨戴/离婚__chunk001,蓝/铸剑__chunk001,cross,0.888939
杨戴/离婚__chunk001,蓝/铸剑__chunk002,cross,0.795071
杨戴/离婚__chunk001,蓝/阿Q正传__chunk001,cross,0.811948
杨戴/离婚__chunk001,蓝/阿Q正传__chunk002,cross,0.827281
杨戴/离婚__chunk001,蓝/阿Q正传__chunk003,cross,0.827001
杨戴/离婚__chunk001,蓝/阿Q正传__chunk004,cross,0.858756
杨戴/离婚__chunk001,蓝/风波__chunk001,cross,0.888772
杨戴/肥皂__chunk001,杨戴/药__chunk001,same,0.907217
杨戴/肥皂__chunk001,杨戴/铸剑__chunk001,same,0.906754
杨戴/肥皂__chunk001,杨戴/铸剑__chunk002,same,0.841864
杨戴/肥皂__chunk001,杨戴/阿Q正传__chunk001,same,0.833435
杨戴/肥皂__chunk001,杨戴/阿Q正传__chunk002,same,0.827096
杨戴/肥皂__chunk001,杨戴/阿Q正传__chunk003,same,0.839607
杨戴/肥皂__chunk001,杨戴/阿Q正传__chunk004,same,0.842222
杨戴/肥皂__chunk001,杨戴/风波__chunk001,same,0.921755
杨戴/肥皂__chunk001,蓝/伤逝__chunk001,cross,0.851983
杨戴/肥皂__chunk001,蓝/伤逝__chunk002,cross,0.823543
杨戴/肥皂__chunk001,蓝/在酒楼上__chunk001,cross,0.891460
杨戴/肥皂__chunk001,蓝/奔月__chunk001,cross,0.918735
杨戴/肥皂__chunk001,蓝/孤独者__chunk001,cross,0.891653
杨戴/肥皂__chunk001,蓝/孤独者__chunk002,cross,0.877216
杨戴/肥皂__chunk001,蓝/幸福的家庭__chunk001,cross,0.871858
杨戴/肥皂__chunk001,蓝/故乡__chunk001,cross,0.885524
杨戴/肥皂__chunk001,蓝/明天__chunk001,cross,0.866810
杨戴/肥皂__chunk001,蓝/狂人日记__chunk001,cross,0.870533
杨戴/肥皂__chunk001,蓝/社戏__chunk001,cross,0.862303
杨戴/肥皂__chunk001,蓝/祝福__chunk001,cross,0.887416
杨戴/肥皂__chunk001,蓝/祝福__chunk002,cross,0.877126
杨戴/肥皂__chunk001,蓝/离婚__chunk001,cross,0.906231
杨戴/肥皂__chunk001,蓝/肥皂__chunk001,cross,0.933014
杨戴/肥皂__chunk001,蓝/药__chunk001,cross,0.885368
杨戴/肥皂__chunk001,蓝/铸剑__chunk001,cross,0.883416
杨戴/肥皂__chunk001,蓝/铸剑__chunk002,cross,0.791579
杨戴/肥皂__chunk001,蓝/阿Q正传__chunk001,cross,0.813193
杨戴/肥皂__chunk001,蓝/阿Q正传__chunk002,cross,0.821122
杨戴/肥皂__chunk001,蓝/阿Q正传__chunk003,cross,0.821337
杨戴/肥皂__chunk001,蓝/阿Q正传__chunk004,cross,0.855127
杨戴/肥皂__chunk001,蓝/风波__chunk001,cross,0.892590
杨戴/药__chunk001,杨戴/铸剑__chunk001,same,0.929208
杨戴/药__chunk001,杨戴/铸剑__chunk002,same,0.900616
杨戴/药__chunk001,杨戴/阿Q正传__chunk001,same,0.824916
杨戴/药__chunk001,杨戴/阿Q正传__chunk002,same,0.848011
杨戴/药__chunk001,杨戴/阿Q正传__chunk003,same,0.838406
杨戴/药__chunk001,杨戴/阿Q正传__chunk004,same,0.853682
杨戴/药__chunk001,杨戴/风波__chunk001,same,0.914767
杨戴/药__chunk001,蓝/伤逝__chunk001,cross,0.854093
杨戴/药__chunk001,蓝/伤逝__chunk002,cross,0.832891
杨戴/药__chunk001,蓝/在酒楼上__chunk001,cross,0.852629
杨戴/药__chunk001,蓝/奔月__chunk001,cross,0.946207
杨戴/药__chunk001,蓝/孤独者__chunk001,cross,0.907814
杨戴/药__chunk001,蓝/孤独者__chunk002,cross,0.886942
杨戴/药__chunk001,蓝/幸福的家庭__chunk001,cross,0.904181
杨戴/药__chunk001,蓝/故乡__chunk001,cross,0.896227
杨戴/药__chunk001,蓝/明天__chunk001,cross,0.890023
杨戴/药__chunk001,蓝/狂人日记__chunk001,cross,0.863842
杨戴/药__chunk001,蓝/社戏__chunk001,cross,0.885055
杨戴/药__chunk001,蓝/祝福__chunk001,cross,0.881612
杨戴/药__chunk001,蓝/祝福__chunk002,cross,0.881031
杨戴/药__chunk001,蓝/离婚__chunk001,cross,0.925784
杨戴/药__chunk001,蓝/肥皂__chunk001,cross,0.917773
杨戴/药__chunk001,蓝/药__chunk001,cross,0.937643
杨戴/药__chunk001,蓝/铸剑__chunk001,cross,0.928643
杨戴/药__chunk001,蓝/铸剑__chunk002,cross,0.849204
杨戴/药__chunk001,蓝/阿Q正传__chunk001,cross,0.836636
杨戴/药__chunk001,蓝/阿Q正传__chunk002,cross,0.857283
杨戴/药__chunk001,蓝/阿Q正传__chunk003,cross,0.859613
杨戴/药__chunk001,蓝/阿Q正传__chunk004,cross,0.884726
杨戴/药__chunk001,蓝/风波__chunk001,cross,0.922392
杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,same,0.932291
杨戴/铸剑__chunk001,杨戴/阿Q正传__chunk001,same,0.842131
杨戴/铸剑__chunk001,杨戴/阿Q正传__chunk002,same,0.854898
杨戴/铸剑__chunk001,杨戴/阿Q正传__chunk003,same,0.847808
杨戴/铸剑__chunk001,杨戴/阿Q正传__chunk004,same,0.859419
杨戴/铸剑__chunk001,杨戴/风波__chunk001,same,0.919925
杨戴/铸剑__chunk001,蓝/伤逝__chunk001,cross,0.836621
杨戴/铸剑__chunk001,蓝/伤逝__chunk002,cross,0.816889
杨戴/铸剑__chunk001,蓝/在酒楼上__chunk001,cross,0.861041
杨戴/铸剑__chunk001,蓝/奔月__chunk001,cross,0.945390
杨戴/铸剑__chunk001,蓝/孤独者__chunk001,cross,0.911050
杨戴/铸剑__chunk001,蓝/孤独者__chunk002,cross,0.880971
杨戴/铸剑__chunk001,蓝/幸福的家庭__chunk001,cross,0.888443
杨戴/铸剑__chunk001,蓝/故乡__chunk001,cross,0.889061
杨戴/铸剑__chunk001,蓝/明天__chunk001,cross,0.857815
杨戴/铸剑__chunk001,蓝/狂人日记__chunk001,cross,0.872748
杨戴/铸剑__chunk001,蓝/社戏__chunk001,cross,0.879677
杨戴/铸剑__chunk001,蓝/祝福__chunk001,cross,0.860844
杨戴/铸剑__chunk001,蓝/祝福__chunk002,cross,0.860794
杨戴/铸剑__chunk001,蓝/离婚__chunk001,cross,0.925348
杨戴/铸剑__chunk001,蓝/肥皂__chunk001,cross,0.910506
杨戴/铸剑__chunk001,蓝/药__chunk001,cross,0.921274
杨戴/铸剑__chunk001,蓝/铸剑__chunk001,cross,0.958013
杨戴/铸剑__chunk001,蓝/铸剑__chunk002,cross,0.879798
杨戴/铸剑__chunk001,蓝/阿Q正传__chunk001,cross,0.834862
杨戴/铸剑__chunk001,蓝/阿Q正传__chunk002,cross,0.849900
杨戴/铸剑__chunk001,蓝/阿Q正传__chunk003,cross,0.848811
杨戴/铸剑__chunk001,蓝/阿Q正传__chunk004,cross,0.890624
杨戴/铸剑__chunk001,蓝/风波__chunk001,cross,0.896714
杨戴/铸剑__chunk002,杨戴/阿Q正传__chunk001,same,0.800522
杨戴/铸剑__chunk002,杨戴/阿Q正传__chunk002,same,0.805837
杨戴/铸剑__chunk002,杨戴/阿Q正传__chunk003,same,0.813670
杨戴/铸剑__chunk002,杨戴/阿Q正传__chunk004,same,0.809774
杨戴/铸剑__chunk002,杨戴/风波__chunk001,same,0.871888
杨戴/铸剑__chunk002,蓝/伤逝__chunk001,cross,0.822987
杨戴/铸剑__chunk002,蓝/伤逝__chunk002,cross,0.814199
杨戴/铸剑__chunk002,蓝/在酒楼上__chunk001,cross,0.819006
杨戴/铸剑__chunk002,蓝/奔月__chunk001,cross,0.902689
杨戴/铸剑__chunk002,蓝/孤独者__chunk001,cross,0.857871
杨戴/铸剑__chunk002,蓝/孤独者__chunk002,cross,0.847385
杨戴/铸剑__chunk002,蓝/幸福的家庭__chunk001,cross,0.864930
杨戴/铸剑__chunk002,蓝/故乡__chunk001,cross,0.850745
杨戴/铸剑__chunk002,蓝/明天__chunk001,cross,0.863852
杨戴/铸剑__chunk002,蓝/狂人日记__chunk001,cross,0.833655
杨戴/铸剑__chunk002,蓝/社戏__chunk001,cross,0.882368
杨戴/铸剑__chunk002,蓝/祝福__chunk001,cross,0.839772
杨戴/铸剑__chunk002,蓝/祝福__chunk002,cross,0.825431
杨戴/铸剑__chunk002,蓝/离婚__chunk001,cross,0.896804
杨戴/铸剑__chunk002,蓝/肥皂__chunk001,cross,0.878170
杨戴/铸剑__chunk002,蓝/药__chunk001,cross,0.902455
杨戴/铸剑__chunk002,蓝/铸剑__chunk001,cross,0.937598
杨戴/铸剑__chunk002,蓝/铸剑__chunk002,cross,0.943665
杨戴/铸剑__chunk002,蓝/阿Q正传__chunk001,cross,0.825887
杨戴/铸剑__chunk002,蓝/阿Q正传__chunk002,cross,0.834281
杨戴/铸剑__chunk002,蓝/阿Q正传__chunk003,cross,0.839654
杨戴/铸剑__chunk002,蓝/阿Q正传__chunk004,cross,0.858489
杨戴/铸剑__chunk002,蓝/风波__chunk001,cross,0.883666
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,same,0.954798
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk003,same,0.968248
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk004,same,0.956572
杨戴/阿Q正传__chunk001,杨戴/风波__chunk001,same,0.842151
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk001,cross,0.803832
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk002,cross,0.775550
杨戴/阿Q正传__chunk001,蓝/在酒楼上__chunk001,cross,0.843382
杨戴/阿Q正传__chunk001,蓝/奔月__chunk001,cross,0.840772
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk001,cross,0.855013
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk002,cross,0.818149
杨戴/阿Q正传__chunk001,蓝/幸福的家庭__chunk001,cross,0.825302
杨戴/阿Q正传__chunk001,蓝/故乡__chunk001,cross,0.844801
杨戴/阿Q正传__chunk001,蓝/明天__chunk001,cross,0.814699
杨戴/阿Q正传__chunk001,蓝/狂人日记__chunk001,cross,0.797807
杨戴/阿Q正传__chunk001,蓝/社戏__chunk001,cross,0.836659
杨戴/阿Q正传__chunk001,蓝/祝福__chunk001,cross,0.821141
杨戴/阿Q正传__chunk001,蓝/祝福__chunk002,cross,0.806046
杨戴/阿Q正传__chunk001,蓝/离婚__chunk001,cross,0.833936
杨戴/阿Q正传__chunk001,蓝/肥皂__chunk001,cross,0.828583
杨戴/阿Q正传__chunk001,蓝/药__chunk001,cross,0.815000
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk001,cross,0.849096
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk002,cross,0.800629
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk001,cross,0.940968
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk002,cross,0.928249
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk003,cross,0.942438
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk004,cross,0.932087
杨戴/阿Q正传__chunk001,蓝/风波__chunk001,cross,0.833512
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,same,0.959902
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk004,same,0.957656
杨戴/阿Q正传__chunk002,杨戴/风波__chunk001,same,0.854693
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk001,cross,0.804166
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk002,cross,0.774576
杨戴/阿Q正传__chunk002,蓝/在酒楼上__chunk001,cross,0.821750
杨戴/阿Q正传__chunk002,蓝/奔月__chunk001,cross,0.847949
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk001,cross,0.870037
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk002,cross,0.827168
杨戴/阿Q正传__chunk002,蓝/幸福的家庭__chunk001,cross,0.830276
杨戴/阿Q正传__chunk002,蓝/故乡__chunk001,cross,0.853933
杨戴/阿Q正传__chunk002,蓝/明天__chunk001,cross,0.826947
杨戴/阿Q正传__chunk002,蓝/狂人日记__chunk001,cross,0.799248
杨戴/阿Q正传__chunk002,蓝/社戏__chunk001,cross,0.827555
杨戴/阿Q正传__chunk002,蓝/祝福__chunk001,cross,0.827190
杨戴/阿Q正传__chunk002,蓝/祝福__chunk002,cross,0.826871
杨戴/阿Q正传__chunk002,蓝/离婚__chunk001,cross,0.839349
杨戴/阿Q正传__chunk002,蓝/肥皂__chunk001,cross,0.829861
杨戴/阿Q正传__chunk002,蓝/药__chunk001,cross,0.822245
杨戴/阿Q正传__chunk002,蓝/铸剑__chunk001,cross,0.853039
杨戴/阿Q正传__chunk002,蓝/铸剑__chunk002,cross,0.793613
杨戴/阿Q正传__chunk002,蓝/阿Q正传__chunk001,cross,0.930024
杨戴/阿Q正传__chunk002,蓝/阿Q正传__chunk002,cross,0.948440
杨戴/阿Q正传__chunk002,蓝/阿Q正传__chunk003,cross,0.941998
杨戴/阿Q正传__chunk002,蓝/阿Q正传__chunk004,cross,0.949148
杨戴/阿Q正传__chunk002,蓝/风波__chunk001,cross,0.844981
杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,same,0.977005
杨戴/阿Q正传__chunk003,杨戴/风波__chunk001,same,0.869743
杨戴/阿Q正传__chunk003,蓝/伤逝__chunk001,cross,0.808919
杨戴/阿Q正传__chunk003,蓝/伤逝__chunk002,cross,0.780334
杨戴/阿Q正传__chunk003,蓝/在酒楼上__chunk001,cross,0.846076
杨戴/阿Q正传__chunk003,蓝/奔月__chunk001,cross,0.849534
杨戴/阿Q正传__chunk003,蓝/孤独者__chunk001,cross,0.860807
杨戴/阿Q正传__chunk003,蓝/孤独者__chunk002,cross,0.823400
杨戴/阿Q正传__chunk003,蓝/幸福的家庭__chunk001,cross,0.824873
杨戴/阿Q正传__chunk003,蓝/故乡__chunk001,cross,0.854174
杨戴/阿Q正传__chunk003,蓝/明天__chunk001,cross,0.826760
杨戴/阿Q正传__chunk003,蓝/狂人日记__chunk001,cross,0.802714
杨戴/阿Q正传__chunk003,蓝/社戏__chunk001,cross,0.844867
杨戴/阿Q正传__chunk003,蓝/祝福__chunk001,cross,0.830240
杨戴/阿Q正传__chunk003,蓝/祝福__chunk002,cross,0.812517
杨戴/阿Q正传__chunk003,蓝/离婚__chunk001,cross,0.844136
杨戴/阿Q正传__chunk003,蓝/肥皂__chunk001,cross,0.833739
杨戴/阿Q正传__chunk003,蓝/药__chunk001,cross,0.825464
杨戴/阿Q正传__chunk003,蓝/铸剑__chunk001,cross,0.846103
杨戴/阿Q正传__chunk003,蓝/铸剑__chunk002,cross,0.810139
杨戴/阿Q正传__chunk003,蓝/阿Q正传__chunk001,cross,0.927485
杨戴/阿Q正传__chunk003,蓝/阿Q正传__chunk002,cross,0.931790
杨戴/阿Q正传__chunk003,蓝/阿Q正传__chunk003,cross,0.947719
杨戴/阿Q正传__chunk003,蓝/阿Q正传__chunk004,cross,0.938710
杨戴/阿Q正传__chunk003,蓝/风波__chunk001,cross,0.839342
杨戴/阿Q正传__chunk004,杨戴/风波__chunk001,same,0.875369
杨戴/阿Q正传__chunk004,蓝/伤逝__chunk001,cross,0.802568
杨戴/阿Q正传__chunk004,蓝/伤逝__chunk002,cross,0.767661
杨戴/阿Q正传__chunk004,蓝/在酒楼上__chunk001,cross,0.836017
杨戴/阿Q正传__chunk004,蓝/奔月__chunk001,cross,0.846739
杨戴/阿Q正传__chunk004,蓝/孤独者__chunk001,cross,0.858975
杨戴/阿Q正传__chunk004,蓝/孤独者__chunk002,cross,0.823253
杨戴/阿Q正传__chunk004,蓝/幸福的家庭__chunk001,cross,0.826266
杨戴/阿Q正传__chunk004,蓝/故乡__chunk001,cross,0.849453
杨戴/阿Q正传__chunk004,蓝/明天__chunk001,cross,0.821025
杨戴/阿Q正传__chunk004,蓝/狂人日记__chunk001,cross,0.796637
杨戴/阿Q正传__chunk004,蓝/社戏__chunk001,cross,0.838250
杨戴/阿Q正传__chunk004,蓝/祝福__chunk001,cross,0.826805
杨戴/阿Q正传__chunk004,蓝/祝福__chunk002,cross,0.821022
杨戴/阿Q正传__chunk004,蓝/离婚__chunk001,cross,0.835662
杨戴/阿Q正传__chunk004,蓝/肥皂__chunk001,cross,0.824489
